,VoterID,result of attempt
5229,1111891751.0,Canvassed
5230,1111908308.0,Canvassed
5231,2141406854.0,Canvassed
5243,2122524892.0,Canvassed
5245,2173834059.0,Canvassed
5246,1111908562.0,Canvassed
5247,2154309425.0,Canvassed
5248,2177000443.0,Canvassed
5249,1102374275.0,Canvassed
5250,2127168607.0,Canvassed
5251,1151308393.0,Canvassed
5252,2002718545.0,Canvassed
5265,1111824781.0,Canvassed
5271,2186035822.0,Canvassed
5272,2135547178.0,Canvassed
5288,2130195385.0,Canvassed
5289,1149637256.0,Canvassed
5290,1170318963.0,Canvassed
5313,2193001195.0,Canvassed
5322,2124746220.0,Canvassed
5326,1017182182.0,Canvassed
5328,1209409613.0,Canvassed
5329,2120696129.0,Canvassed
5348,1111200305.0,Canvassed
5350,2155173673.0,Canvassed
5351,2145890750.0,Canvassed
5361,1111271640.0,Canvassed
5362,1111199706.0,Canvassed
5369,1111191689.0,Canvassed
5375,2158582966.0,Canvassed
5380,2183835667.0,Canvassed
5381,2183835667.0,Canvassed
5389,2152559524.0,Canvassed
5392,1111151440.0,Canvassed
5403,1111159946.0,Canvassed
5405,2160116979.0,Canvassed
5406,1111159946.0,Canvassed
5411,1171575146.0,Canvassed
5426,2122362272.0,Canvassed
5433,2187096319.0,Canvassed
5434,1111271297.0,Canvassed
5435,1191485059.0,Canvassed
5449,1111271808.0,Canvassed
5456,1210806904.0,Canvassed
5457,2132858247.0,Canvassed
5458,2119923743.0,Canvassed
5468,1110490305.0,Canvassed
5475,2191473718.0,Canvassed
5476,2137204991.0,Canvassed
5477,1220157134.0,Canvassed
5484,1111191403.0,Canvassed
5495,1221416501.0,Canvassed
5502,1111240412.0,Canvassed
5504,1203672018.0,Canvassed
5505,1187811017.0,Canvassed
5506,1111223981.0,Canvassed
5507,1187811017.0,Canvassed
5518,1219348932.0,Canvassed
5530,1186820603.0,Canvassed
5531,2152383833.0,Canvassed
5532,,Canvassed
5533,1111256126.0,Canvassed
5544,1111150590.0,Canvassed
5545,2164880106.0,Canvassed
5546,1152341599.0,Canvassed
5547,1152341599.0,Canvassed
5561,1111255459.0,Canvassed
5567,1152135363.0,Canvassed
5571,1152135363.0,Canvassed
5574,2164963388.0,Canvassed
5575,1111159807.0,Canvassed
5585,2180637795.0,Canvassed
5592,2154747228.0,Canvassed
5594,2154747228.0,Canvassed
5600,1111255459.0,Canvassed
5601,1111773457.0,Canvassed
5602,2160909254.0,Canvassed
5619,2153387169.0,Canvassed
5620,2134018724.0,Canvassed
5639,1208874539.0,Canvassed
5655,2160360761.0,Canvassed
5667,2134303303.0,Canvassed
5676,2166511650.0,Canvassed
5682,2164555540.0,Canvassed
5694,1099277361.0,Canvassed
5702,2173508462.0,Canvassed
5703,1108882224.0,Canvassed
5714,2137932633.0,Canvassed
5715,1189629488.0,Canvassed
5785,2127331141.0,Canvassed
5813,2185992069.0,Canvassed
5831,1117177035.0,Canvassed
5836,1215104960.0,Canvassed
5843,2169864556.0,Canvassed
5848,2183834684.0,Canvassed
5853,1217342287.0,Canvassed
5862,2165195644.0,Canvassed
5871,2173970536.0,Canvassed
5872,2146340810.0,Canvassed
5873,2137838241.0,Canvassed
5878,2180548643.0,Canvassed
5880,2120751029.0,Canvassed
5881,1151013127.0,Canvassed
5887,1146497746.0,Canvassed
5893,1178860474.0,Canvassed
5901,1170206464.0,Canvassed
5913,,Canvassed
5919,1219901696.0,Canvassed
5923,1190603048.0,Canvassed
5925,1181773817.0,Canvassed
5926,2180405452.0,Canvassed
5932,2173947863.0,Canvassed
5935,2189549399.0,Canvassed
5940,1108874305.0,Canvassed
5948,1166096095.0,Canvassed
5955,1190764827.0,Canvassed
5959,1181367596.0,Canvassed
5962,2125416449.0,Canvassed
5968,2156919206.0,Canvassed
5969,1185556416.0,Canvassed
5974,1110247214.0,Canvassed
5978,2001287292.0,Canvassed
5982,2186343444.0,Canvassed
5993,1108783139.0,Canvassed
6001,2140781629.0,Canvassed
6005,1212231522.0,Canvassed
6006,2147277015.0,Canvassed
6009,1158474139.0,Canvassed
6018,1169373324.0,Canvassed
6021,2152679362.0,Canvassed
6023,1102710376.0,Canvassed
6025,2186450155.0,Canvassed
6030,1099732469.0,Canvassed
6041,1164623293.0,Canvassed
6043,2130824091.0,Canvassed
6046,1167112753.0,Canvassed
6048,1193388083.0,Canvassed
6051,1108882627.0,Canvassed
6061,2158212569.0,Canvassed
6068,2175066052.0,Canvassed
6069,2002285208.0,Canvassed
6070,1183852551.0,Canvassed
6080,1110222403.0,Canvassed
6081,1110183233.0,Canvassed
6082,2130817248.0,Canvassed
6083,1108828983.0,Canvassed
6084,1121540857.0,Canvassed
6095,2173151499.0,Canvassed
6096,2150548654.0,Canvassed
6103,2186128964.0,Canvassed
6108,1155637218.0,Canvassed
6112,2143662795.0,Canvassed
6115,1217305463.0,Canvassed
6129,1108828880.0,Canvassed
6132,1105771090.0,Canvassed
6133,2128756815.0,Canvassed
6145,1198060942.0,Canvassed
6154,1168495612.0,Canvassed
6155,1191073745.0,Canvassed
6157,1152335662.0,Canvassed
6159,2159607023.0,Canvassed
6163,1150722627.0,Canvassed
6167,2135577847.0,Canvassed
6187,1152820184.0,Canvassed
6188,2132704749.0,Canvassed
6192,1035972709.0,Canvassed
6196,1111231547.0,Canvassed
6198,1111191282.0,Canvassed
6199,1203307845.0,Canvassed
6207,1108820431.0,Canvassed
6208,2156435795.0,Canvassed
6214,1108821290.0,Canvassed
6215,1111263979.0,Canvassed
6224,2161199706.0,Canvassed
6226,1108859232.0,Canvassed
6232,2002010584.0,Canvassed
6235,1108898114.0,Canvassed
6244,2173648438.0,Canvassed
6250,1108897459.0,Canvassed
6251,1106735337.0,Canvassed
6261,1111271664.0,Canvassed
6265,1192893318.0,Canvassed
6273,2136212960.0,Canvassed
6277,1108866824.0,Canvassed
6293,1212580490.0,Canvassed
6310,2134226494.0,Canvassed
6327,1200694166.0,Canvassed
6333,1185767924.0,Canvassed
6334,2120349602.0,Canvassed
6336,2120349602.0,Canvassed
6341,1118284708.0,Canvassed
6351,1099611726.0,Canvassed
6391,2161224123.0,Canvassed
6393,2193152049.0,Canvassed
6395,2157884030.0,Canvassed
6401,2180517904.0,Canvassed
6404,1112184220.0,Canvassed
6405,2147849796.0,Canvassed
6407,1102264380.0,Canvassed
6408,2180165976.0,Canvassed
6410,2147098203.0,Canvassed
6412,1108835523.0,Canvassed
6413,1102312020.0,Canvassed
6442,1102366351.0,Canvassed
6449,1164407663.0,Canvassed
6451,1154222105.0,Canvassed
6453,2153889212.0,Canvassed
6461,1158949508.0,Canvassed
6464,1108851688.0,Canvassed
6469,2186343751.0,Canvassed
6470,2131502415.0,Canvassed
6472,1158750635.0,Canvassed
6479,1102349865.0,Canvassed
6492,1171747409.0,Canvassed
6501,1160346770.0,Canvassed
6503,2129775316.0,Canvassed
6510,1192440267.0,Canvassed
6511,2148297082.0,Canvassed
6528,1160346770.0,Canvassed
6539,2146909057.0,Canvassed
6541,2191112090.0,Canvassed
6545,2147815927.0,Canvassed
6565,,Canvassed
6567,1103283705.0,Canvassed
6571,2158944415.0,Canvassed
6598,1203308684.0,Canvassed
6599,1102319880.0,Canvassed
6600,1102304282.0,Canvassed
6622,1215544448.0,Canvassed
6623,1102327433.0,Canvassed
6624,1178956027.0,Canvassed
6625,2188489848.0,Canvassed
6639,1102311470.0,Canvassed
6644,1102310346.0,Canvassed
6645,2149600488.0,Canvassed
6689,2154153693.0,Canvassed
6700,1199572058.0,Canvassed
6709,1205506828.0,Canvassed
6710,1108790363.0,Canvassed
6711,1176539828.0,Canvassed
6712,1111175969.0,Canvassed
6715,2178754465.0,Canvassed
6717,1110761146.0,Canvassed
6750,1108873960.0,Canvassed
6763,2173587531.0,Canvassed
6764,2160122108.0,Canvassed
6781,2173151520.0,Canvassed
6784,2179425677.0,Canvassed
6787,1033531238.0,Canvassed
6799,1103744604.0,Canvassed
6800,1103721246.0,Canvassed
6806,2169025593.0,Canvassed
6807,2132734681.0,Canvassed
6816,2173728435.0,Canvassed
6826,2129784681.0,Canvassed
6832,2154310944.0,Canvassed
6847,2156922143.0,Canvassed
6864,2175500843.0,Canvassed
6865,1110611341.0,Canvassed
6866,2132242271.0,Canvassed
6867,2175635473.0,Canvassed
6869,1119042567.0,Canvassed
6874,2139834908.0,Canvassed
6879,1105678899.0,Canvassed
6880,1119187903.0,Canvassed
6883,2164254664.0,Canvassed
6900,2192668773.0,Canvassed
6901,1119270349.0,Canvassed
6910,1119034815.0,Canvassed
6914,1119187704.0,Canvassed
6915,1119058861.0,Canvassed
6938,2144164021.0,Canvassed
6942,2139853698.0,Canvassed
6947,1116899310.0,Canvassed
6948,2129481057.0,Canvassed
6949,1117850098.0,Canvassed
6950,1214032957.0,Canvassed
6951,2134220242.0,Canvassed
6957,2176521321.0,Canvassed
6958,2157526543.0,Canvassed
6973,1119170610.0,Canvassed
6988,2156732367.0,Canvassed
7008,2001223260.0,Canvassed
7010,1119195449.0,Canvassed
7012,2162419453.0,Canvassed
7023,,Canvassed
7027,2191284796.0,Canvassed
7043,1110643387.0,Canvassed
7044,,Canvassed
7045,1110619508.0,Canvassed
7060,1119203572.0,Canvassed
7070,2143658566.0,Canvassed
7071,2163374000.0,Canvassed
7077,2161200346.0,Canvassed
7081,1116289094.0,Canvassed
