Voter ID,Date Called,Time Called (EST),Contact Outcome
2140343481,11/3/22,01:25 PM EST,Hangup
2133429442,11/3/22,01:27 PM EST,Not Home (1)
2142816711,11/3/22,01:29 PM EST,Other Language
2142824729,11/3/22,01:30 PM EST,Hangup
2184413883,11/3/22,01:32 PM EST,Hangup
2138614739,11/3/22,01:34 PM EST,Hangup
2185516979,11/3/22,01:35 PM EST,Wrong Number (20)
2121882307,11/3/22,01:37 PM EST,Wrong Number (20)
2188741803,11/3/22,01:40 PM EST,Other Language
1165212988,11/3/22,01:41 PM EST,Not Home (1)
2187101008,11/3/22,01:43 PM EST,Hangup
2131485418,11/3/22,01:44 PM EST,Talking to Correct Person
1102312031,11/3/22,01:46 PM EST,Other Language
1216366819,11/3/22,01:47 PM EST,Hangup
2159936357,11/3/22,01:48 PM EST,Talking to Correct Person
1187285647,11/3/22,01:50 PM EST,Wrong Number (20)
2132765017,11/3/22,01:52 PM EST,Wrong Number (20)
2000958971,11/3/22,01:51 PM EST,Hangup
2130378167,11/3/22,01:53 PM EST,Not Home (1)
2122797446,11/3/22,01:58 PM EST,Other Language
2131690938,11/3/22,01:55 PM EST,Hangup
2192446496,11/3/22,01:57 PM EST,Other Language
2157381607,11/3/22,02:00 PM EST,Hangup
2125231965,11/3/22,01:58 PM EST,Talking to Correct Person
2129092335,11/3/22,01:59 PM EST,Other Language
--,10/6/22,12:42 PM EST,Other Language
--,10/6/22,12:44 PM EST,Wrong Number (20)
--,10/6/22,12:44 PM EST,Hangup
--,10/6/22,12:46 PM EST,Wrong Number (20)
--,10/6/22,12:46 PM EST,Other Language
--,10/6/22,12:47 PM EST,Other Language
--,10/6/22,12:48 PM EST,Other Language
--,10/11/22,06:32 PM EST,Talking to Correct Person
--,10/6/22,12:49 PM EST,Wrong Number (20)
--,10/6/22,12:48 PM EST,Other Language
--,10/11/22,06:47 PM EST,Hangup
--,10/6/22,12:50 PM EST,Other Language
--,10/6/22,12:52 PM EST,Talking to Correct Person
--,10/11/22,06:48 PM EST,Talking to Correct Person
--,10/6/22,01:05 PM EST,Other Language
--,10/6/22,12:55 PM EST,Not Home (1)
--,10/6/22,12:54 PM EST,Not Home (1)
--,10/6/22,12:58 PM EST,Hangup
--,10/6/22,12:58 PM EST,Talking to Correct Person
--,10/11/22,06:56 PM EST,Hangup
--,10/13/22,12:41 PM EST,Hangup
--,10/6/22,01:00 PM EST,Hangup
--,10/13/22,12:43 PM EST,Moved (5)
--,10/6/22,01:03 PM EST,Other Language
--,10/13/22,01:04 PM EST,Hangup
--,10/13/22,01:14 PM EST,Not Home (1)
--,10/11/22,07:25 PM EST,Hangup
--,10/6/22,01:07 PM EST,Wrong Number (20)
--,10/6/22,01:08 PM EST,Wrong Number (20)
--,10/11/22,07:33 PM EST,Hangup
--,10/6/22,01:08 PM EST,Wrong Number (20)
--,10/11/22,07:42 PM EST,Hangup
--,10/6/22,01:29 PM EST,Hangup
--,10/6/22,01:22 PM EST,Hangup
--,10/6/22,01:15 PM EST,Other Language
--,10/6/22,01:20 PM EST,Wrong Number (20)
--,10/6/22,01:28 PM EST,Talking to Correct Person
--,10/6/22,01:28 PM EST,Talking to Correct Person
--,10/6/22,01:36 PM EST,Talking to Correct Person
--,10/6/22,01:31 PM EST,Talking to Correct Person
--,10/6/22,01:31 PM EST,Hangup
--,10/6/22,01:31 PM EST,Hangup
--,10/6/22,01:20 PM EST,Wrong Number (20)
--,10/6/22,01:20 PM EST,Other Language
--,10/6/22,01:22 PM EST,Other Language
--,10/6/22,01:39 PM EST,Wrong Number (20)
--,10/6/22,01:34 PM EST,Hangup
--,10/6/22,01:41 PM EST,Talking to Correct Person
--,10/6/22,01:34 PM EST,Talking to Correct Person
--,10/6/22,01:41 PM EST,Hangup
--,10/6/22,01:43 PM EST,Hangup
--,10/5/22,12:35 PM EST,Hangup
--,10/5/22,12:36 PM EST,Hangup
--,10/5/22,12:54 PM EST,Not Home (1)
--,10/5/22,12:55 PM EST,Wrong Number (20)
--,10/5/22,12:54 PM EST,Other Language
--,10/5/22,01:01 PM EST,Other Language
--,10/5/22,12:50 PM EST,Talking to Correct Person
--,10/5/22,12:54 PM EST,Not Home (1)
--,10/5/22,12:55 PM EST,Talking to Correct Person
--,10/5/22,12:57 PM EST,Wrong Number (20)
--,10/5/22,12:57 PM EST,Not Home (1)
--,10/5/22,12:58 PM EST,Hangup
--,10/5/22,12:58 PM EST,Not Home (1)
--,10/5/22,12:57 PM EST,Talking to Correct Person
--,10/5/22,12:59 PM EST,Not Home (1)
--,10/5/22,12:59 PM EST,Other Language
--,10/5/22,12:59 PM EST,Talking to Correct Person
--,10/5/22,01:00 PM EST,Talking to Correct Person
--,10/5/22,01:01 PM EST,Not Home (1)
--,10/5/22,01:01 PM EST,Talking to Correct Person
--,10/5/22,01:03 PM EST,Hangup
--,10/5/22,12:43 PM EST,Talking to Correct Person
--,10/5/22,12:41 PM EST,Talking to Correct Person
--,10/6/22,12:27 PM EST,Hangup
--,10/6/22,12:28 PM EST,Talking to Correct Person
2159003499,9/27/22,06:29 PM EST,Wrong Number (20)
--,9/27/22,06:31 PM EST,Hangup
1144439602,9/27/22,06:29 PM EST,Hangup
2177675243,9/27/22,06:29 PM EST,Not Home (1)
1119204863,11/3/22,01:12 PM EST,Deliverability Error (212)
1119228991,9/27/22,06:30 PM EST,Hangup
1105810209,9/27/22,05:51 PM EST,Wrong Number (20)
2001172184,11/3/22,12:13 PM EST,Hangup
2153188197,9/27/22,05:53 PM EST,Wrong Number (20)
2125591308,11/1/22,05:21 PM EST,Wrong Number (20)
1112382329,9/27/22,05:54 PM EST,Other Language
1111817494,9/27/22,06:33 PM EST,Hangup
1182557765,9/27/22,06:33 PM EST,Hangup
--,9/27/22,05:54 PM EST,Not Home (1)
2169459356,9/27/22,05:57 PM EST,Talking to Correct Person
1212629260,9/27/22,05:58 PM EST,Talking to Correct Person
1198166543,9/27/22,06:33 PM EST,Not Home (1)
1103527981,9/27/22,06:34 PM EST,Wrong Number (20)
1119172087,9/27/22,06:32 PM EST,Talking to Correct Person
2177303919,11/3/22,12:12 PM EST,Hangup
2155614731,11/3/22,12:13 PM EST,Not Home (1)
1211183566,11/3/22,12:11 PM EST,Hangup
1110669427,9/27/22,06:04 PM EST,Other Language
1214194915,9/27/22,06:06 PM EST,Wrong Number (20)
1103049353,9/27/22,06:03 PM EST,Other Language
1188046405,9/27/22,06:30 PM EST,Wrong Number (20)
1183561087,9/27/22,06:09 PM EST,Wrong Number (20)
--,9/27/22,06:08 PM EST,Not Home (1)
1180944303,9/27/22,06:34 PM EST,Talking to Correct Person
2146143511,9/27/22,06:10 PM EST,Hangup
2183886977,9/27/22,06:09 PM EST,Talking to Correct Person
1102321107,9/27/22,06:34 PM EST,Other Language
2134900753,9/27/22,06:10 PM EST,Talking to Correct Person
1220929529,9/27/22,06:12 PM EST,Talking to Correct Person
2147098545,9/27/22,06:12 PM EST,Hangup
1197501586,11/3/22,12:11 PM EST,Hangup
2146659195,11/3/22,12:13 PM EST,Wrong Number (20)
2190061167,11/3/22,12:12 PM EST,Hangup
2123747091,9/27/22,06:34 PM EST,Hangup
2184818644,9/27/22,06:13 PM EST,Wrong Number (20)
2140439434,9/27/22,06:13 PM EST,Moved (5)
1108890593,11/3/22,12:12 PM EST,Hangup
1209376619,9/27/22,06:31 PM EST,Talking to Correct Person
2149589856,9/27/22,06:17 PM EST,Moved (5)
2143664090,11/3/22,01:14 PM EST,Hangup
2174991193,11/3/22,12:28 PM EST,Hangup
1182779595,9/27/22,06:16 PM EST,Wrong Number (20)
2172420768,9/27/22,06:19 PM EST,Talking to Correct Person
1102265707,9/27/22,06:19 PM EST,Deliverability Error (212)
1103114006,9/27/22,06:19 PM EST,Hangup
2186344229,9/27/22,06:31 PM EST,Wrong Number (20)
2139636658,9/27/22,06:36 PM EST,Other Language
1213016346,11/3/22,12:23 PM EST,Hangup
1102265661,9/27/22,06:20 PM EST,Wrong Number (20)
2167225276,11/3/22,12:41 PM EST,Hangup
2172018228,9/27/22,06:24 PM EST,Other Language
--,9/27/22,06:31 PM EST,Hangup
1210578283,11/3/22,12:56 PM EST,Other Language
2002093390,9/27/22,06:21 PM EST,Wrong Number (20)
1103142737,11/3/22,12:24 PM EST,Talking to Correct Person
1103127363,9/27/22,06:22 PM EST,Hangup
2184134823,11/3/22,12:34 PM EST,Hangup
1148409159,9/27/22,06:31 PM EST,Wrong Number (20)
2173477677,11/3/22,12:31 PM EST,Not Home (1)
2124067974,9/27/22,06:25 PM EST,Wrong Number (20)
2128149955,11/3/22,12:49 PM EST,Wrong Number (20)
2167658807,11/3/22,12:43 PM EST,Wrong Number (20)
2159732659,9/27/22,06:26 PM EST,Talking to Correct Person
1119145940,9/27/22,06:31 PM EST,Talking to Correct Person
1212961760,9/27/22,06:27 PM EST,Hangup
2125609471,9/27/22,06:28 PM EST,Wrong Number (20)
2149917288,9/27/22,06:28 PM EST,Other Language
2155886725,9/27/22,06:35 PM EST,Not Home (1)
1198614197,9/27/22,06:36 PM EST,Wrong Number (20)
1103085519,9/27/22,06:35 PM EST,Hangup
--,9/27/22,06:37 PM EST,Deliverability Error (212)
1217401649,9/27/22,06:44 PM EST,Wrong Number (20)
1186407421,9/27/22,06:46 PM EST,Hangup
1186953430,11/3/22,12:51 PM EST,Not Home (1)
1198056013,10/31/22,01:22 PM EST,Other Language
2120800245,9/27/22,06:46 PM EST,Wrong Number (20)
2134223758,9/27/22,06:47 PM EST,Wrong Number (20)
1102280681,9/27/22,06:47 PM EST,Hangup
1102327326,9/27/22,06:47 PM EST,Wrong Number (20)
1108843416,9/27/22,06:48 PM EST,Hangup
1110161471,9/27/22,06:48 PM EST,Talking to Correct Person
1022814926,11/3/22,12:31 PM EST,Hangup
2179046031,9/27/22,06:49 PM EST,Wrong Number (20)
1103048964,9/27/22,06:51 PM EST,Hangup
2140343740,9/27/22,06:51 PM EST,Wrong Number (20)
1199932767,9/27/22,06:50 PM EST,Hangup
1102286795,11/3/22,01:00 PM EST,Hangup
--,9/27/22,06:53 PM EST,Wrong Number (20)
2109986272,9/27/22,06:53 PM EST,Talking to Correct Person
--,9/27/22,06:52 PM EST,Talking to Correct Person
2152111444,9/27/22,06:53 PM EST,Talking to Correct Person
1103283664,9/27/22,06:54 PM EST,Talking to Correct Person
2159287898,11/3/22,01:09 PM EST,Hangup
1101379421,11/3/22,12:23 PM EST,Not Home (1)
1111168186,9/27/22,06:54 PM EST,Talking to Correct Person
2160057623,11/3/22,01:38 PM EST,Not Home (1)
1158135750,9/27/22,06:56 PM EST,Other Language
1153820526,9/27/22,06:57 PM EST,Talking to Correct Person
1110278460,9/27/22,06:58 PM EST,Not Home (1)
2184698426,9/27/22,06:58 PM EST,Hangup
1183832787,9/27/22,06:57 PM EST,Hangup
1221870986,9/27/22,06:58 PM EST,Hangup
1108821203,11/3/22,12:42 PM EST,Hangup
1163627996,11/3/22,12:36 PM EST,Other Language
1192167705,11/3/22,12:35 PM EST,Other Language
1110667867,11/3/22,01:16 PM EST,Wrong Number (20)
1111841616,11/3/22,01:07 PM EST,Hangup
2189282655,9/27/22,07:01 PM EST,Wrong Number (20)
2177721568,9/27/22,07:02 PM EST,Talking to Correct Person
2165196044,9/27/22,07:02 PM EST,Wrong Number (20)
2159199493,9/27/22,07:02 PM EST,Talking to Correct Person
2128266205,9/27/22,07:04 PM EST,Hangup
1179288357,9/27/22,07:05 PM EST,Hangup
2142827284,11/3/22,12:35 PM EST,Wrong Number (20)
1068777182,9/27/22,07:06 PM EST,Wrong Number (20)
1165112380,9/27/22,07:05 PM EST,Hangup
1195468215,9/27/22,07:06 PM EST,Hangup
1119178781,9/27/22,07:07 PM EST,Hangup
1219653221,9/27/22,07:07 PM EST,Wrong Number (20)
1122254643,11/3/22,12:41 PM EST,Hangup
2139121056,9/27/22,07:07 PM EST,Hangup
1193068455,9/27/22,07:09 PM EST,Talking to Correct Person
2179041417,9/27/22,07:10 PM EST,Wrong Number (20)
1220045212,9/27/22,07:09 PM EST,Talking to Correct Person
2131507817,9/27/22,07:09 PM EST,Hangup
1111255722,11/3/22,12:23 PM EST,Hangup
2139066915,11/3/22,12:43 PM EST,Wrong Number (20)
2001762724,9/27/22,07:11 PM EST,Hangup
1193973133,9/27/22,07:12 PM EST,Other Language
2154102734,11/3/22,12:38 PM EST,Hangup
2121480000,11/3/22,12:39 PM EST,Wrong Number (20)
--,9/27/22,07:14 PM EST,Wrong Number (20)
2126157254,9/27/22,07:13 PM EST,Talking to Correct Person
2122814787,9/27/22,07:15 PM EST,Talking to Correct Person
2162625127,9/27/22,07:15 PM EST,Talking to Correct Person
1111215619,9/27/22,07:16 PM EST,Talking to Correct Person
2166272196,9/27/22,07:15 PM EST,Talking to Correct Person
1175795109,9/27/22,07:18 PM EST,Moved (5)
1160481411,9/27/22,07:17 PM EST,Hangup
1176065094,11/3/22,12:24 PM EST,Not Home (1)
2178101812,9/27/22,07:19 PM EST,Other Language
1151235155,11/3/22,12:31 PM EST,Hangup
1121681260,9/27/22,07:19 PM EST,Hangup
1192295630,11/3/22,12:33 PM EST,Not Home (1)
2122947037,9/27/22,07:22 PM EST,Talking to Correct Person
1108859463,9/27/22,07:22 PM EST,Hangup
1149370394,9/27/22,07:23 PM EST,Refused (2)
1108812890,9/27/22,07:24 PM EST,Talking to Correct Person
1219254254,9/27/22,07:25 PM EST,Hangup
2179191811,9/27/22,07:25 PM EST,Other Language
1102280760,9/27/22,07:27 PM EST,Talking to Correct Person
--,9/27/22,07:27 PM EST,Hangup
1110636174,9/27/22,07:28 PM EST,Hangup
1111255232,9/27/22,07:29 PM EST,Refused (2)
--,10/11/22,06:22 PM EST,Talking to Correct Person
--,10/11/22,06:19 PM EST,Not Home (1)
--,10/5/22,12:37 PM EST,Hangup
--,10/5/22,12:32 PM EST,Hangup
--,10/5/22,12:36 PM EST,Hangup
--,10/5/22,12:42 PM EST,Hangup
--,10/5/22,12:45 PM EST,Talking to Correct Person
--,10/5/22,12:52 PM EST,Other Language
--,10/5/22,12:48 PM EST,Hangup
--,10/5/22,12:51 PM EST,Not Home (1)
--,10/5/22,12:49 PM EST,Talking to Correct Person
--,10/5/22,12:46 PM EST,Talking to Correct Person
--,10/5/22,12:52 PM EST,Not Home (1)
--,10/6/22,12:24 PM EST,Other Language
--,10/6/22,12:23 PM EST,Wrong Number (20)
--,10/6/22,12:26 PM EST,Talking to Correct Person
--,10/6/22,12:31 PM EST,Deceased (4)
--,10/6/22,12:32 PM EST,Not Home (1)
--,10/6/22,12:43 PM EST,Other Language
--,10/6/22,12:42 PM EST,Talking to Correct Person
--,10/6/22,12:43 PM EST,Talking to Correct Person
--,10/6/22,12:44 PM EST,Talking to Correct Person
--,10/6/22,12:47 PM EST,Wrong Number (20)
--,10/6/22,12:49 PM EST,Other Language
--,10/6/22,12:50 PM EST,Not Home (1)
--,10/6/22,12:52 PM EST,Other Language
--,10/6/22,12:54 PM EST,Other Language
--,10/6/22,12:53 PM EST,Talking to Correct Person
--,10/6/22,12:55 PM EST,Talking to Correct Person
--,10/6/22,12:56 PM EST,Hangup
--,10/6/22,12:56 PM EST,Other Language
--,10/6/22,12:59 PM EST,Other Language
--,10/6/22,01:01 PM EST,Talking to Correct Person
--,10/6/22,01:01 PM EST,Other Language
--,10/6/22,01:04 PM EST,Talking to Correct Person
--,10/6/22,01:06 PM EST,Other Language
--,10/6/22,01:03 PM EST,Talking to Correct Person
--,10/6/22,01:07 PM EST,Other Language
--,10/6/22,01:10 PM EST,Wrong Number (20)
--,10/6/22,01:10 PM EST,Not Home (1)
--,10/6/22,01:11 PM EST,Other Language
--,10/6/22,01:16 PM EST,Other Language
--,10/6/22,01:14 PM EST,Other Language
--,10/6/22,01:17 PM EST,Hangup
--,10/6/22,01:15 PM EST,Wrong Number (20)
--,10/6/22,01:16 PM EST,Other Language
--,10/6/22,01:26 PM EST,Other Language
--,10/6/22,01:21 PM EST,Talking to Correct Person
--,10/6/22,01:21 PM EST,Other Language
--,10/6/22,01:23 PM EST,Wrong Number (20)
--,10/6/22,01:23 PM EST,Talking to Correct Person
--,10/6/22,01:25 PM EST,Not Home (1)
--,10/6/22,01:26 PM EST,Wrong Number (20)
--,10/6/22,01:27 PM EST,Hangup
--,10/6/22,01:25 PM EST,Wrong Number (20)
--,10/6/22,01:33 PM EST,Talking to Correct Person
--,10/6/22,01:32 PM EST,Talking to Correct Person
--,10/6/22,01:39 PM EST,Hangup
--,10/6/22,01:38 PM EST,Other Language
--,10/6/22,01:37 PM EST,Wrong Number (20)
--,10/6/22,01:39 PM EST,Talking to Correct Person
--,10/6/22,01:44 PM EST,Talking to Correct Person
--,10/11/22,05:59 PM EST,Hangup
--,10/11/22,06:07 PM EST,Talking to Correct Person
--,10/11/22,06:09 PM EST,Hangup
--,10/11/22,06:10 PM EST,Talking to Correct Person
--,10/11/22,06:14 PM EST,Hangup
--,10/11/22,06:16 PM EST,Wrong Number (20)
--,10/11/22,06:13 PM EST,Talking to Correct Person
--,10/11/22,06:18 PM EST,Hangup
--,10/11/22,06:17 PM EST,Talking to Correct Person
--,10/11/22,06:19 PM EST,Talking to Correct Person
--,10/11/22,06:22 PM EST,Talking to Correct Person
--,10/11/22,06:27 PM EST,Hangup
--,10/11/22,06:27 PM EST,Talking to Correct Person
--,10/11/22,06:25 PM EST,Hangup
--,10/11/22,06:23 PM EST,Talking to Correct Person
--,10/11/22,06:26 PM EST,Hangup
--,10/11/22,06:27 PM EST,Talking to Correct Person
--,10/11/22,06:26 PM EST,Other Language
--,10/11/22,06:28 PM EST,Talking to Correct Person
--,10/11/22,06:32 PM EST,Hangup
--,10/11/22,06:33 PM EST,Talking to Correct Person
--,10/11/22,06:33 PM EST,Other Language
--,10/11/22,06:30 PM EST,Not Home (1)
--,10/11/22,06:32 PM EST,Hangup
--,10/11/22,06:39 PM EST,Talking to Correct Person
--,10/11/22,06:34 PM EST,Talking to Correct Person
--,10/11/22,06:36 PM EST,Talking to Correct Person
--,10/11/22,06:38 PM EST,Talking to Correct Person
--,10/11/22,06:42 PM EST,Hangup
--,10/11/22,06:39 PM EST,Talking to Correct Person
--,10/11/22,06:41 PM EST,Wrong Number (20)
--,10/11/22,06:41 PM EST,Hangup
--,10/11/22,06:42 PM EST,Wrong Number (20)
--,10/11/22,06:43 PM EST,Talking to Correct Person
--,10/11/22,06:44 PM EST,Talking to Correct Person
--,10/11/22,06:44 PM EST,Hangup
--,10/11/22,06:43 PM EST,Hangup
--,10/11/22,06:44 PM EST,Talking to Correct Person
--,10/11/22,06:46 PM EST,Talking to Correct Person
--,10/11/22,06:46 PM EST,Talking to Correct Person
--,10/11/22,06:47 PM EST,Talking to Correct Person
--,10/11/22,06:49 PM EST,Talking to Correct Person
--,10/11/22,06:52 PM EST,Talking to Correct Person
--,10/11/22,06:53 PM EST,Talking to Correct Person
--,10/11/22,06:54 PM EST,Hangup
--,10/11/22,06:55 PM EST,Talking to Correct Person
--,10/11/22,06:54 PM EST,Other Language
--,10/11/22,06:57 PM EST,Talking to Correct Person
--,10/11/22,06:59 PM EST,Talking to Correct Person
--,10/11/22,07:02 PM EST,Talking to Correct Person
--,10/11/22,06:58 PM EST,Talking to Correct Person
--,10/11/22,07:01 PM EST,Talking to Correct Person
--,10/11/22,07:01 PM EST,Other Language
--,10/11/22,07:04 PM EST,Talking to Correct Person
--,10/11/22,07:02 PM EST,Other Language
--,10/11/22,07:08 PM EST,Hangup
--,10/11/22,07:09 PM EST,Hangup
--,10/11/22,07:04 PM EST,Talking to Correct Person
--,10/11/22,07:08 PM EST,Hangup
--,10/11/22,07:10 PM EST,Talking to Correct Person
--,10/11/22,07:09 PM EST,Hangup
--,10/11/22,07:08 PM EST,Talking to Correct Person
--,10/11/22,07:10 PM EST,Talking to Correct Person
--,10/11/22,07:15 PM EST,Talking to Correct Person
--,10/11/22,07:11 PM EST,Talking to Correct Person
--,10/11/22,07:15 PM EST,Talking to Correct Person
--,10/11/22,07:17 PM EST,Not Home (1)
--,10/11/22,07:19 PM EST,Talking to Correct Person
--,10/11/22,07:16 PM EST,Talking to Correct Person
--,10/11/22,07:16 PM EST,Talking to Correct Person
--,10/11/22,07:19 PM EST,Hangup
--,10/11/22,07:21 PM EST,Talking to Correct Person
--,10/11/22,07:20 PM EST,Talking to Correct Person
--,10/11/22,07:21 PM EST,Talking to Correct Person
--,10/11/22,07:23 PM EST,Hangup
--,10/11/22,07:23 PM EST,Talking to Correct Person
--,10/11/22,07:27 PM EST,Talking to Correct Person
--,10/11/22,07:26 PM EST,Talking to Correct Person
--,10/11/22,07:29 PM EST,Talking to Correct Person
--,10/11/22,07:31 PM EST,Talking to Correct Person
--,10/11/22,07:37 PM EST,Other Language
--,10/11/22,07:34 PM EST,Talking to Correct Person
--,10/11/22,07:35 PM EST,Talking to Correct Person
--,10/11/22,07:39 PM EST,Talking to Correct Person
--,10/12/22,12:40 PM EST,Not Home (1)
--,10/12/22,12:42 PM EST,Talking to Correct Person
--,10/12/22,12:45 PM EST,Talking to Correct Person
--,10/12/22,12:44 PM EST,Talking to Correct Person
--,10/12/22,12:49 PM EST,Talking to Correct Person
--,10/12/22,01:00 PM EST,Talking to Correct Person
--,10/12/22,12:58 PM EST,Hangup
--,10/12/22,12:57 PM EST,Talking to Correct Person
--,10/12/22,01:05 PM EST,Not Home (1)
--,10/12/22,01:05 PM EST,Talking to Correct Person
--,10/12/22,01:08 PM EST,Hangup
--,10/12/22,01:13 PM EST,Hangup
--,10/12/22,01:18 PM EST,Talking to Correct Person
--,10/12/22,01:21 PM EST,Hangup
--,10/12/22,01:20 PM EST,Hangup
--,10/12/22,01:15 PM EST,Hangup
--,10/12/22,01:22 PM EST,Hangup
--,10/12/22,01:24 PM EST,Talking to Correct Person
--,10/12/22,01:27 PM EST,Hangup
--,10/12/22,01:29 PM EST,Talking to Correct Person
--,10/12/22,01:33 PM EST,Talking to Correct Person
--,10/12/22,01:32 PM EST,Talking to Correct Person
--,10/12/22,01:38 PM EST,Not Home (1)
--,10/12/22,01:36 PM EST,Talking to Correct Person
--,10/12/22,01:37 PM EST,Hangup
--,10/12/22,01:40 PM EST,Talking to Correct Person
--,10/12/22,01:42 PM EST,Talking to Correct Person
--,10/12/22,01:39 PM EST,Hangup
--,10/12/22,01:38 PM EST,Talking to Correct Person
--,10/12/22,01:40 PM EST,Talking to Correct Person
--,10/12/22,01:42 PM EST,Talking to Correct Person
--,10/12/22,01:42 PM EST,Talking to Correct Person
--,10/12/22,01:44 PM EST,Talking to Correct Person
--,10/12/22,01:44 PM EST,Talking to Correct Person
--,10/12/22,01:48 PM EST,Hangup
--,10/12/22,01:47 PM EST,Talking to Correct Person
--,10/12/22,01:44 PM EST,Talking to Correct Person
--,10/12/22,01:46 PM EST,Talking to Correct Person
--,10/13/22,12:23 PM EST,Refused (2)
--,10/13/22,12:24 PM EST,Talking to Correct Person
--,10/13/22,12:22 PM EST,Talking to Correct Person
--,10/13/22,12:20 PM EST,Deceased (4)
--,10/13/22,12:24 PM EST,Talking to Correct Person
--,10/13/22,12:30 PM EST,Wrong Number (20)
--,10/13/22,12:33 PM EST,Hangup
--,10/13/22,12:21 PM EST,Talking to Correct Person
--,10/13/22,12:30 PM EST,Not Home (1)
--,10/13/22,12:35 PM EST,Hangup
--,10/13/22,12:30 PM EST,Not Home (1)
--,10/13/22,12:29 PM EST,Refused (2)
--,10/13/22,12:26 PM EST,Not Home (1)
--,10/13/22,12:28 PM EST,Talking to Correct Person
--,10/13/22,12:29 PM EST,Hangup
--,10/13/22,12:27 PM EST,Other Language
--,10/13/22,12:30 PM EST,Not Home (1)
--,10/13/22,12:31 PM EST,Talking to Correct Person
--,10/13/22,12:30 PM EST,Talking to Correct Person
--,10/13/22,12:32 PM EST,Talking to Correct Person
--,10/13/22,12:31 PM EST,Hangup
--,10/13/22,12:31 PM EST,Talking to Correct Person
--,10/13/22,12:32 PM EST,Talking to Correct Person
--,10/13/22,12:34 PM EST,Talking to Correct Person
--,10/13/22,12:38 PM EST,Hangup
--,10/13/22,12:39 PM EST,Hangup
--,10/13/22,12:35 PM EST,Talking to Correct Person
--,10/13/22,12:36 PM EST,Hangup
--,10/13/22,12:44 PM EST,Hangup
--,10/13/22,12:42 PM EST,Hangup
--,10/13/22,12:42 PM EST,Talking to Correct Person
--,10/13/22,12:32 PM EST,Talking to Correct Person
--,10/13/22,12:40 PM EST,Talking to Correct Person
--,10/13/22,12:39 PM EST,Talking to Correct Person
--,10/13/22,12:39 PM EST,Talking to Correct Person
--,10/13/22,12:38 PM EST,Wrong Number (20)
--,10/13/22,12:38 PM EST,Hangup
--,10/13/22,12:39 PM EST,Hangup
--,10/13/22,12:40 PM EST,Talking to Correct Person
--,10/13/22,12:42 PM EST,Hangup
--,10/13/22,12:38 PM EST,Talking to Correct Person
--,10/13/22,12:38 PM EST,Talking to Correct Person
--,10/13/22,12:41 PM EST,Talking to Correct Person
--,10/13/22,12:38 PM EST,Not Home (1)
--,10/13/22,12:41 PM EST,Moved (5)
--,10/13/22,12:47 PM EST,Talking to Correct Person
--,10/13/22,12:44 PM EST,Hangup
--,10/13/22,12:48 PM EST,Other Language
--,10/13/22,12:49 PM EST,Other Language
--,10/13/22,12:52 PM EST,Wrong Number (20)
--,10/13/22,12:47 PM EST,Talking to Correct Person
--,10/13/22,12:45 PM EST,Talking to Correct Person
--,10/13/22,12:45 PM EST,Talking to Correct Person
--,10/13/22,12:48 PM EST,Talking to Correct Person
--,10/13/22,12:48 PM EST,Talking to Correct Person
--,10/13/22,12:51 PM EST,Talking to Correct Person
--,10/13/22,12:50 PM EST,Hangup
--,10/13/22,12:51 PM EST,Hangup
--,10/13/22,12:50 PM EST,Wrong Number (20)
--,10/13/22,12:52 PM EST,Talking to Correct Person
--,10/13/22,12:53 PM EST,Talking to Correct Person
--,10/13/22,12:52 PM EST,Refused (2)
--,10/13/22,12:53 PM EST,Talking to Correct Person
--,10/13/22,12:55 PM EST,Talking to Correct Person
--,10/13/22,12:55 PM EST,Talking to Correct Person
--,10/13/22,12:55 PM EST,Talking to Correct Person
--,10/13/22,12:57 PM EST,Talking to Correct Person
--,10/13/22,12:59 PM EST,Talking to Correct Person
--,10/13/22,12:58 PM EST,Moved (5)
--,10/13/22,12:57 PM EST,Talking to Correct Person
--,10/13/22,01:01 PM EST,Hangup
--,10/13/22,01:01 PM EST,Talking to Correct Person
--,10/13/22,12:58 PM EST,Talking to Correct Person
--,10/13/22,12:59 PM EST,Talking to Correct Person
--,10/13/22,01:02 PM EST,Talking to Correct Person
--,10/13/22,01:03 PM EST,Hangup
--,10/13/22,01:04 PM EST,Talking to Correct Person
--,10/13/22,01:04 PM EST,Talking to Correct Person
--,10/13/22,01:06 PM EST,Other Language
--,10/13/22,01:03 PM EST,Hangup
--,10/13/22,01:12 PM EST,Talking to Correct Person
--,10/13/22,01:05 PM EST,Talking to Correct Person
--,10/13/22,01:05 PM EST,Talking to Correct Person
--,10/13/22,01:11 PM EST,Hangup
--,10/13/22,01:05 PM EST,Other Language
--,10/13/22,01:06 PM EST,Talking to Correct Person
--,10/13/22,01:07 PM EST,Talking to Correct Person
--,10/13/22,01:09 PM EST,Hangup
--,10/13/22,01:07 PM EST,Deceased (4)
--,10/13/22,01:09 PM EST,Other Language
--,10/13/22,01:07 PM EST,Hangup
--,10/13/22,01:09 PM EST,Other Language
--,10/13/22,01:07 PM EST,Talking to Correct Person
--,10/13/22,01:09 PM EST,Talking to Correct Person
--,10/13/22,01:14 PM EST,Talking to Correct Person
--,10/13/22,01:12 PM EST,Wrong Number (20)
--,10/13/22,01:15 PM EST,Talking to Correct Person
--,10/13/22,01:16 PM EST,Hangup
