,Voter ID,VOTE_TYPE,ZIP,SEX,BIRTHYEAR,Voting Site,Voting Precinct
301420,1122394525,P,77003,M,1962,SRD143R,9
301421,1106833319,P,77003,M,1979,SRD141C,9
301422,1106190476,P,77003,M,1979,SRD145M,9
301423,1102341880,P,77003,M,1979,SRD143R,9
301424,1102341996,E,77003,M,1955,92006,9
301425,1107939798,P,77003,F,1980,SRD148B,9
301426,1113520453,P,77003,F,1978,SRD143R,9
301427,1119785940,E,77003,M,1979,91022,9
301428,1114597006,E,77003,F,1959,92012,9
301429,1102267318,P,77003,F,1972,SRD143R,9
301430,1104415521,P,77002,M,1980,SRD143R,9
301431,1119347066,E,77003,M,1981,12069,9
301432,1102381132,P,77003,F,1974,SRD143R,9
301433,1104276814,P,77003,M,1973,SRD143R,9
301434,1102373288,P,77003,F,1981,SRD134S,9
301435,1114402130,P,77003,F,1975,SRD134M,9
301436,1106023851,P,77003,M,1980,SRD129X,9
301437,1102924718,P,77003,M,1979,SRD143R,9
301438,1104442317,E,77003,F,1980,92006,9
301439,1112356877,P,77003,F,1948,SRD146S,9
301440,1108974642,P,77003,M,1980,SRD143R,9
301441,1111762510,P,77003,F,1964,SRD143R,9
301442,1102296238,P,77003,F,1975,SRD143R,10
301443,1112120841,P,77011,M,1976,SRD143R,10
301444,1102365415,E,77011,F,1948,91022,10
301445,1102280699,E,77003,M,1975,92022,10
301446,1102280610,E,77003,F,1974,92023,10
301447,1102296326,P,77011,F,1958,SRD138S,10
301448,1102327511,E,77011,F,1967,91022,10
301449,1103848596,P,77003,F,1979,SRD143R,10
301450,1102366708,E,77003,F,1951,91022,10
301451,1102366720,P,77011,M,1959,SRD143R,10
301452,1102310615,E,77011,M,1943,91022,10
301453,1116259755,P,77011,M,1974,SRD143R,10
301454,1104315362,P,77011,F,1955,SRD143R,10
301455,1102265027,E,77011,M,1951,91022,10
301456,1102713071,P,77003,M,1979,SRD143R,10
301457,1110570450,E,77003,F,1970,91022,10
301458,1104306535,P,77011,M,1946,SRD143R,10
301459,1102288641,P,77011,F,1942,SRD143R,10
301460,1102296357,P,77003,F,1953,SRD143R,10
301462,1102673775,P,77011,F,1951,SRD143R,10
301463,1104182872,P,77011,M,1979,SRD143R,10
301464,1102265129,P,77003,M,1960,SRD143R,10
301465,1112008813,P,77011,M,1971,SRD143R,10
301466,1102382487,P,77011,M,1940,SRD143R,10
301467,1102382473,P,77003,F,1966,SRD143R,10
301468,1102265058,P,77003,F,1965,SRD143R,10
301469,1115204296,P,77003,F,1984,SRD143R,10
301470,1102311980,E,77003,M,1977,92023,10
301472,1102319805,P,77003,M,1959,SRD143R,10
301473,1111616274,E,77003,F,1982,91022,10
301474,1102304194,P,77003,F,1979,SRD143R,10
301475,1102304207,P,77003,M,1980,SRD143R,10
301476,1102374674,E,77003,M,1955,91022,10
301478,1114492279,P,77003,M,1982,SRD138M,10
301480,1102366765,P,77011,M,1981,SRD127E,10
301481,1106677425,P,77003,M,1958,SRD143R,10
301482,1107332851,P,77003,M,1953,SRD143R,10
301483,1103647231,P,77003,F,1981,SRD143R,10
301484,1102366806,P,77003,F,1982,SRD143R,10
301485,1102335412,P,77011,M,1957,SRD143R,10
301486,1107050692,P,77011,F,1946,SRD143R,10
301487,1102343277,E,77011,F,1945,91022,10
301488,1102358900,E,77003,M,1981,91022,10
301489,1102358959,P,77011,M,1978,SRD001C,10
301490,1102358985,P,77011,F,1958,SRD143R,10
301491,1102288660,E,77003,F,1982,92023,10
301492,1102280917,E,77003,F,1983,91022,10
301493,1102296569,E,77003,M,1981,91022,10
301494,1102335611,E,77003,M,1984,91022,10
301495,1113218340,P,77003,M,1984,SRD143R,10
301496,1102343502,E,77011,F,1981,91022,10
301498,1102343539,E,77011,M,1952,91022,10
301499,1102327763,E,77011,F,1938,91022,10
301500,1103317285,P,77011,F,1975,SRD143R,10
301501,1102282975,P,77003,M,1982,SRD145C,10
301502,1102312110,E,77011,F,1982,92023,10
301503,1102319949,P,77011,F,1962,SRD143R,10
301504,1102366852,P,77011,M,1936,SRD143R,10
301505,1102907879,P,77003,F,1981,SRD143R,10
301507,1102351267,P,77011,F,1961,SRD143R,10
301509,1102374748,E,77011,F,1956,91022,10
301510,1105199090,E,77003,M,1970,72063,10
301511,1102382619,P,77011,M,1939,SRD143R,10
301512,1102273096,P,77011,M,1983,SRD143R,10
301513,1102280862,P,77011,M,1955,SRD143R,10
301514,1102659534,P,77003,F,1986,SRD143R,10
301515,1102563228,P,77011,F,1983,SRD143R,10
301516,1119974640,P,77011,F,1982,SRD143R,10
301517,1121287866,E,77003,M,1986,92027,10
301518,1110255337,P,77011,M,1985,SRD143R,10
301519,1106535387,E,77003,M,1985,92006,10
301521,1102304490,P,77011,F,1957,SRD143R,10
301522,1102713627,P,77003,M,1967,SRD143R,10
301523,1102288832,P,77003,F,1941,SRD143R,10
301524,1102273175,E,77011,F,1980,92026,10
301525,1102273201,P,77011,M,1985,SRD143R,10
301526,1102359231,P,77011,M,1984,SRD143R,10
301527,1102374833,E,77011,F,1971,91022,10
301528,1102374814,P,77003,F,1947,SRD143R,10
301529,1102351320,P,77011,F,1943,SRD143R,10
301530,1102359135,E,77011,F,1983,91022,10
301531,1107200502,E,77003,F,1973,91022,10
301533,1102382661,P,77003,F,1950,SRD143R,10
301534,1073807461,P,77011,M,1969,SRD129U,10
301535,1105353649,P,77003,M,1979,SRD134M,10
301536,1102329236,E,77011,F,1979,91022,11
301537,1103563060,E,77011,F,1984,92023,11
301538,1102375472,E,77011,M,1972,92023,11
301539,1108033334,P,77011,M,1985,SRD143R,11
301540,1102267677,E,77011,F,1985,92023,11
301541,1102382707,P,77011,M,1949,SRD143R,11
301542,1117658713,P,77011,F,1985,SRD143R,11
301543,1121598967,P,77011,M,1984,SRD143R,11
301544,1102329121,P,77011,M,1953,SRD143R,11
301545,1102329184,E,77011,M,1984,92023,11
301546,1102321410,P,77011,F,1960,SRD143R,11
301547,1117473152,P,77011,M,1984,SRD143R,11
301548,1117486690,P,77011,F,1983,SRD143R,11
301549,1102283076,E,77011,F,1963,92023,11
301550,1103649042,P,77011,F,1985,SRD143R,11
301551,1103494333,P,77011,M,1965,SRD143R,11
301552,1102290733,E,77011,M,1984,92023,11
301553,1109148214,P,77011,M,1982,SRD143R,11
301554,1102281066,E,77011,F,1957,91073,11
301555,1102290808,P,77011,M,1942,SRD143R,11
301557,1102313821,P,77011,F,1981,SRD143R,11
301558,1116405915,P,77011,M,1986,SRD143R,11
301559,1102313813,P,77011,F,1960,SRD143R,11
301560,1102344450,P,77011,M,1983,SRD143R,11
301561,1118266143,P,77011,F,1971,SRD143R,11
301562,1102336789,E,77011,M,1960,92023,11
301563,1102329068,P,77011,M,1963,SRD143R,11
301564,1102328982,P,77011,M,1978,SRD143R,11
301565,1102329010,E,77011,F,1965,91022,11
301566,1072751533,P,77011,M,1980,SRD143R,11
301567,1116799106,P,77011,F,1982,SRD143R,11
301568,1102351205,P,77011,M,1962,SRD143R,11
301569,1102313543,E,77011,M,1980,92023,11
301571,1102290686,E,77011,F,1955,92023,11
301572,1102917391,P,77011,F,1983,SRD143R,11
301573,1102298343,P,77011,F,1956,SRD143R,11
301574,1102298294,E,77011,M,1983,92023,11
301576,1119985564,P,77011,M,1982,SRD143R,11
301577,1102275190,P,77011,F,1953,SRD143R,11
301578,1102275231,P,77011,F,1958,SRD143R,11
301579,1119940427,P,77011,M,1956,SRD001C,11
301580,1102275161,E,77011,F,1965,92023,11
301581,1107773663,P,77011,M,1963,SRD143R,11
301582,1104293129,P,77011,F,1983,SRD143R,11
301583,1102367633,P,77011,F,1966,SRD143R,11
301584,1102298066,E,77011,M,1955,91022,11
301585,1102290400,P,77011,F,1977,SRD143R,11
301586,1102290395,P,77011,F,1959,SRD143R,11
301587,1102305795,P,77011,F,1964,SRD143R,11
301588,1102328948,P,77011,F,1982,SRD143R,11
301589,1102321130,P,77011,M,1933,SRD143R,11
301590,1102321148,P,77011,F,1952,SRD143R,11
301591,1102359848,E,77011,M,1975,92023,11
301592,1102267413,P,77011,M,1969,SRD143R,11
301593,1102312008,E,77011,M,1948,91022,11
301594,1102352080,P,77011,M,1948,SRD143R,11
301595,1102282854,E,77011,F,1971,92023,11
301596,1102275064,P,77011,M,1983,SRD143R,11
301597,1102282798,E,77011,M,1950,32014,11
301598,1115619198,E,77011,M,1982,92024,11
301599,1121917250,P,77011,F,1980,SRD143R,11
301600,1102336649,P,77011,F,1947,SRD143R,11
301601,1115165148,E,77011,M,1979,92023,11
301602,1102344360,P,77011,M,1961,SRD143R,11
301603,1102344356,P,77011,M,1960,SRD143R,11
301604,1102298021,P,77011,M,1952,SRD143R,11
301606,1102713092,E,77011,F,1979,91065,11
301607,1103606949,P,77011,F,1978,SRD143R,11
301608,1102313298,P,77011,F,1947,SRD143R,11
301609,1102321032,E,77011,F,1966,92023,11
301610,1102321078,P,77011,M,1956,SRD143R,11
301611,1102310572,P,77011,M,1969,SRD144J,11
301612,1102673527,P,77011,M,1954,SRD143R,11
301613,1102290245,P,77011,F,1967,SRD143R,11
301614,1102290278,P,77011,M,1952,SRD143R,11
301615,1102267325,E,77011,F,1981,92023,11
301616,1102319674,P,77011,F,1981,SRD143R,11
301617,1102351911,E,77011,F,1960,91022,11
301618,1102351982,E,77011,M,1968,91022,11
301619,1102351976,P,77011,M,1957,SRD143R,11
301620,1102328723,P,77011,M,1951,SRD143R,11
301621,1103340386,P,77011,F,1968,SRD143R,11
301622,1102328832,E,77011,F,1961,92023,11
301623,1102344179,E,77011,F,1972,92023,11
301624,1102344180,E,77011,F,1956,92023,11
301625,1117232861,P,77011,F,1979,SRD134S,11
301626,1102344200,E,77011,M,1976,92023,11
301627,1102336510,E,77011,M,1980,92023,11
301628,1118379962,E,77011,M,1954,92023,11
303276,1118944799,E,77011,M,1979,91022,11
303313,1102674176,E,77011,M,1951,92025,11
303954,1108649403,P,77087,F,1981,SRD147Z,285
304394,1116828231,P,77009,F,1962,SRD147E,44
305650,1103154737,P,77009,F,1960,SRD145M,44
305651,1117431488,P,77009,M,1968,SRD145M,44
305652,1102942636,E,77009,F,1973,92143,44
305653,1103381504,P,77009,M,1981,SRD145M,44
305655,1103154716,P,77009,F,1954,SRD145M,44
305656,1103146719,P,77009,F,1981,SRD133,44
305657,1102164940,P,77009,M,1971,SRD145M,44
305658,1103465608,P,77009,F,1941,SRD134M,44
305659,1103138699,P,77009,M,1964,SRD145M,44
305660,1120910495,P,77009,F,1979,SRD145M,44
305661,1103041172,P,77009,M,1968,SRD145M,44
305662,1103041234,P,77009,M,1965,SRD145J,44
305663,1117431517,P,77009,F,1975,SRD145M,44
305664,1105688724,P,77009,M,1981,SRD145M,44
305665,1103808541,E,77009,F,1982,12142,44
305666,1103049382,E,77009,F,1966,91052,44
305667,1103159907,P,77009,F,1977,SRD134M,44
305668,1103057473,P,77009,M,1981,SRD145M,44
305669,1102171211,E,77009,M,1969,92059,44
305670,1103106398,P,77009,M,1941,SRD145M,44
305671,1102218739,P,77009,F,1972,SRD145M,44
305672,1102514936,P,77009,M,1960,SRD145M,44
305673,1103090004,P,77009,M,1960,SRD145M,44
305674,1104577294,E,77009,F,1980,92060,44
305675,1103182306,P,77009,M,1967,SRD145J,44
305676,1103098166,P,77009,F,1950,SRD145M,44
305677,1120255195,E,77009,F,1973,92060,44
305678,1103138773,P,77009,F,1939,SRD145M,44
305679,1103130752,P,77009,F,1984,SRD145M,44
305680,1103114522,E,77009,M,1970,92060,44
305681,1103114533,E,77009,M,1974,92060,44
305682,1103073741,E,77009,M,1974,91052,44
305683,1103089915,P,77009,F,1949,SRD145M,44
305684,1103089927,P,77009,M,1949,SRD145M,44
305685,1115015158,P,77009,F,1981,SRD145M,44
305686,1103073647,P,77009,F,1979,SRD145M,44
305687,1103049297,P,77009,F,1970,SRD145M,44
305688,1103041036,E,77009,M,1963,91052,44
305689,1103032819,P,77009,M,1960,SRD145M,44
305690,1102147789,E,77009,F,1968,92121,44
305691,1114726257,P,77009,M,1979,SRD150B,44
305692,1113500803,P,77009,F,1980,SRD134M,44
305693,1106754955,P,77009,M,1953,SRD145M,44
305694,1103073550,E,77009,F,1979,92060,44
305695,1103073597,E,77009,F,1955,92060,44
305696,1103073634,E,77009,F,1977,92061,44
305697,1103057345,E,77009,F,1969,92060,44
305698,1103496866,P,77009,M,1949,SRD145M,44
305699,1107395321,P,77009,F,1965,SRD134M,44
305700,1103106253,E,77026,M,1972,82041,44
305701,1103106269,E,77009,F,1980,22045,44
305702,1103122585,P,77009,F,1981,SRD145M,44
305704,1103114477,E,77009,M,1941,91052,44
305705,1103081682,E,77026,F,1948,91052,44
305706,1107125824,P,77009,M,1964,SRD145M,44
305707,1110889025,P,77003,M,1976,SRD143R,10
305708,1103872748,P,77009,M,1963,SRD134M,44
305709,1118206160,E,77009,M,1971,92060,44
305710,1103033058,E,77009,F,1981,91001,44
305711,1103033129,P,77009,M,1977,SRD145M,44
305712,1103041268,E,77009,M,1980,91052,44
305713,1103138827,P,77009,M,1968,SRD145M,44
305714,1121349888,P,77009,M,1982,SRD143R,44
305715,1103138794,P,77009,M,1982,SRD145M,44
305716,1103146859,P,77009,M,1966,SRD145M,44
305717,1102966317,P,77009,M,1968,SRD145M,44
305718,1113217518,P,77009,M,1965,SRD145M,44
305719,1103057585,P,77009,F,1974,SRD145M,44
305720,1118294597,P,77009,F,1977,SRD147E,44
305721,1117621659,P,77009,M,1984,SRD145M,44
305722,1103130884,P,77009,M,1984,SRD138S,44
305723,1108043417,P,77009,F,1980,SRD143R,44
305724,1103122814,E,77009,M,1966,91052,44
305725,1103850254,E,77009,M,1979,92060,44
305726,1106135527,P,77009,M,1983,SRD145M,44
305727,1113534741,P,77009,F,1967,SRD147E,44
305728,1121580457,E,77009,F,1964,91052,44
305729,1116881549,P,77026,M,1971,SRD145M,44
305731,1103098291,E,77009,F,1961,92060,44
305732,1106423891,P,77009,F,1983,SRD147U,44
305733,1103098215,E,77009,F,1950,91052,44
305734,1103090091,P,77009,F,1966,SRD145M,44
305735,1102206086,E,77009,F,1985,92060,44
305736,1114879986,P,77009,M,1970,SRD145M,44
305737,1106205015,P,77009,F,1937,SRD137T,44
305738,1102780097,P,77009,F,1970,SRD147E,44
305739,1103462787,P,77009,M,1967,SRD145M,44
305740,1103049629,E,77009,F,1978,92060,44
305741,1103225892,P,77009,F,1977,SRD138S,44
305742,1120788750,P,77009,F,1984,SRD148B,44
305743,1120189911,P,77009,M,1983,SRD134M,44
305744,1103146994,P,77009,F,1968,SRD145M,44
305745,1105737942,P,77009,M,1972,SRD145M,44
305746,1103146941,P,77009,M,1983,SRD134S,44
305747,1112007524,P,77009,M,1971,SRD145M,44
305748,1103090193,P,77009,F,1973,SRD001C,44
305749,1103327212,P,77009,M,1961,SRD134M,44
305750,1116170577,E,77009,F,1985,92060,44
305751,1103090140,P,77009,F,1972,SRD145M,44
305752,1104628481,E,77009,M,1985,92060,44
305753,1106755676,P,77009,M,1977,SRD145M,44
305754,1103082089,P,77009,M,1955,SRD145M,44
305755,1103106564,P,77009,F,1983,SRD145M,44
305757,1114351335,P,77009,M,1985,SRD147E,44
305758,1103098355,E,77009,F,1967,92060,44
305759,1116569127,P,77009,F,1985,SRD145M,44
305760,1103139073,P,77009,M,1980,SRD144R,44
305761,1103131027,E,77009,M,1978,92060,44
305762,1103139094,E,77009,M,1960,91052,44
305763,1116577660,P,77009,M,1986,SRD145M,44
305764,1108133897,E,77009,F,1985,92143,44
305765,1103025071,P,77009,M,1958,SRD145M,44
305766,1120750639,P,77009,F,1978,SRD145M,44
305767,1119074164,E,77009,M,1985,92143,44
305769,1107290892,P,77009,F,1986,SRD134B,44
305842,1102729335,P,77009,M,1953,SRD145M,46
305843,1103193089,P,77009,M,1984,SRD145M,46
305844,1103899104,P,77009,F,1985,SRD145M,46
305845,1103193036,P,77009,M,1974,SRD145M,46
305846,1103184783,E,77009,M,1986,91052,46
305847,1102977765,P,77009,M,1980,SRD145M,46
305848,1103201246,P,77009,F,1976,SRD145M,46
305849,1103201233,P,77009,M,1958,SRD145M,46
305850,1104061878,P,77009,M,1979,SRD145M,46
305852,1116503074,P,77009,F,1971,SRD137B,46
305853,1112303345,P,77009,M,1980,SRD145M,46
305854,1103168415,E,77009,F,1986,91052,46
305855,1103168404,P,77009,F,1985,SRD148H,46
305857,1103250596,P,77009,M,1966,SRD145M,46
305858,1122423721,P,77009,M,1985,SRD145M,46
305859,1103234119,P,77009,M,1951,SRD145M,46
305860,1122207795,P,77009,F,1985,SRD145J,46
305861,1110577430,P,77026,F,1983,SRD001C,46
305862,1103209310,P,77009,F,1979,SRD145M,46
305863,1103176500,P,77009,F,1955,SRD145M,46
305864,1103176494,P,77009,M,1945,SRD145M,46
305865,1103176528,P,77009,F,1980,SRD145M,46
305866,1103184658,E,77009,F,1983,92054,46
305868,1103192890,P,77009,M,1971,SRD145M,46
305869,1103192916,P,77009,F,1981,SRD145M,46
305870,1103184529,P,77009,M,1983,SRD148F,46
305871,1103176378,E,77009,M,1957,31024,46
305872,1103192764,P,77009,F,1983,SRD145M,46
305874,1103168157,P,77009,M,1951,SRD139V,46
305875,1103275272,P,77009,M,1971,SRD145M,46
305877,1103250410,P,77009,M,1982,SRD140B,46
305878,1103258655,E,77009,M,1971,91052,46
305879,1103138815,E,77009,M,1965,92061,46
305880,1103209212,P,77009,F,1967,SRD145M,46
305881,1107235206,P,77009,M,1983,SRD145M,46
305883,1102169691,E,77009,F,1983,92143,46
305884,1103242269,E,77009,F,1979,92030,46
305885,1122133352,P,77026,F,1977,SRD127V,46
305886,1103242248,E,77026,F,1978,92061,46
305887,1109855456,P,77009,F,1978,SRD139V,46
305888,1103234017,P,77009,F,1958,SRD145M,46
305890,1103636962,E,77009,F,1948,91052,46
305891,1112307602,P,77009,F,1964,SRD145M,46
305892,1103275326,E,77026,M,1934,91052,46
305893,1103275293,P,77009,F,1979,SRD145M,46
305894,1121526433,P,77009,M,1958,SRD145M,46
305895,1103176070,P,77009,F,1942,SRD145M,46
305896,1103176117,E,77009,M,1971,92054,46
305897,1103159775,P,77009,F,1980,SRD145M,46
305898,1103077227,P,77009,F,1947,SRD145M,46
305899,1103070286,P,77009,M,1971,SRD145M,46
305900,1103217241,E,77009,M,1962,91052,46
305901,1103217225,E,77009,M,1976,91052,46
305902,1110504674,P,77009,F,1971,SRD145M,46
305903,1110388028,E,77009,M,1981,92060,46
305904,1103200780,E,77009,F,1945,91052,46
305905,1103184379,P,77009,M,1959,SRD145M,46
305906,1112884515,P,77009,M,1974,SRD145M,46
305907,1103069855,P,77009,F,1954,SRD145M,46
305908,1115445903,P,77009,F,1968,SRD145M,46
305909,1103069801,E,77009,M,1956,91052,46
305910,1103070181,P,77009,F,1962,SRD137T,46
305911,1116534210,P,77009,M,1961,SRD134M,46
305912,1103070110,P,77009,M,1961,SRD145M,46
305913,1103070031,E,77009,M,1980,92061,46
305914,1106850513,P,77009,F,1979,SRD145M,46
305915,1103293447,P,77009,F,1972,SRD145M,46
305916,1103463881,P,77009,F,1957,SRD145M,46
305917,1121566696,E,77009,M,1979,92091,46
305918,1103069677,P,77009,M,1960,SRD145M,46
305919,1103069736,P,77009,M,1947,SRD145M,46
305920,1108490121,P,77009,M,1979,SRD147E,46
305921,1103192646,P,77009,F,1957,SRD145M,46
305922,1110138425,E,77009,F,1952,92060,46
305923,1105405387,E,77009,F,1971,91052,46
305924,1112992068,P,77009,M,1964,SRD145M,46
305925,1103192680,P,77009,F,1972,SRD145M,46
305926,1103184457,P,77009,F,1963,SRD145M,46
305927,1103184442,P,77009,F,1972,SRD145M,46
305928,1103168040,E,77009,M,1963,91052,46
305930,1103856683,P,77009,F,1977,SRD145C,46
305931,1110171555,E,77009,M,1984,91052,46
305932,1103250389,P,77009,F,1982,SRD145M,46
305933,1103209040,E,77009,F,1974,91052,46
305935,1102894693,P,77009,F,1972,SRD134M,46
305936,1103266735,P,77009,F,1975,SRD145M,46
305937,1103266844,P,77009,F,1979,SRD145M,46
305938,1103258492,P,77009,F,1981,SRD145M,46
305939,1103250225,P,77009,M,1981,SRD145M,46
305940,1103250239,E,77009,M,1975,92071,46
305941,1105265433,E,77009,F,1969,62034,46
305942,1103242028,P,77009,F,1971,SRD145M,46
305943,1103225465,P,77009,F,1963,SRD145M,46
305944,1103234157,E,77026,F,1981,92077,46
305945,1103234142,P,77009,F,1986,SRD145M,46
305946,1103226024,P,77009,M,1963,SRD145M,46
305947,1110655998,P,77009,F,1986,SRD145M,46
305948,1106884124,E,77009,M,1986,91052,46
307056,1113674257,P,77011,F,1986,SRD143R,10
310410,1104040794,P,77011,M,1984,SRD141U,11
326693,1107360557,P,77003,F,1964,SRD143R,9
329117,1110586016,E,77039,M,1973,22058,664
330319,1112535187,E,77009,F,1984,92061,44
334911,1111326433,E,77003,F,1964,92130,9
339543,1108749237,E,77504,M,1961,52003,793
340411,1121630603,E,77087,F,1949,62038,285
340412,1102701430,P,77087,F,1958,SRD145C,285
340414,1117779240,E,77087,F,1979,62038,285
340415,1108897746,P,77087,F,1979,SRD131,285
340416,1108890102,P,77087,F,1968,SRD145C,285
340417,1108890092,P,77087,M,1979,SRD145C,285
340418,1108890063,P,77087,F,1949,SRD147Z,285
340419,1108882367,P,77087,F,1956,SRD147Z,285
340420,1108882314,P,77087,M,1945,SRD131T,285
340421,1108805627,P,77087,M,1978,SRD147Z,285
340422,1108805643,P,77087,M,1970,SRD146S,285
340423,1109713967,E,77087,F,1980,62039,285
340425,1108797887,P,77087,M,1974,SRD129S,285
340426,1108836361,P,77087,F,1959,SRD146S,285
340427,1108556117,E,77087,M,1980,62039,285
340428,1108836335,E,77087,F,1952,62037,285
340429,1108836342,E,77087,M,1949,62037,285
340430,1103721246,E,77087,M,1980,62034,285
340431,1108820987,P,77087,F,1941,SRD147Z,285
340432,1108820956,P,77087,M,1963,SRD146C,285
340433,1108820973,P,77087,M,1980,SRD147Z,285
340435,1108851690,P,77087,F,1957,SRD145C,285
340436,1115500145,P,77087,F,1981,SRD146S,285
340437,1108859400,E,77087,F,1977,62038,285
340438,1108859376,E,77087,M,1981,62039,285
340439,1103644451,E,77087,F,1936,62035,285
340440,1115400498,E,77087,M,1968,62039,285
340441,1120425997,E,77087,M,1982,61059,285
340442,1108813418,E,77087,F,1972,62038,285
340443,1108828730,E,77087,F,1982,62038,285
340444,1108821165,P,77087,M,1959,SRD145C,285
340446,1108836467,P,77087,F,1955,SRD145C,285
340447,1108874978,E,77087,F,1963,62038,285
340449,1108844217,P,77087,F,1953,SRD146C,285
340451,1115815417,P,77087,F,1964,SRD146S,285
340452,1102713305,E,77087,F,1981,62037,285
340453,1108851814,E,77087,M,1955,52059,285
340454,1108790424,P,77087,M,1954,SRD145C,285
340455,1108790344,E,77087,F,1962,62036,285
340456,1111224152,P,77087,F,1981,SRD145C,285
340457,1108805712,P,77087,M,1967,SRD142K,285
340458,1108805720,E,77087,M,1972,62039,285
340459,1102321218,P,77087,F,1979,SRD145C,285
340460,1108882540,P,77087,M,1981,SRD146C,285
340461,1103568010,P,77087,F,1942,SRD145C,285
340463,1108897798,P,77087,F,1981,SRD129E,285
340465,1108897820,E,77087,F,1951,62037,285
340466,1108897849,E,77087,M,1957,91043,285
340468,1108782652,E,77087,M,1981,91122,285
340469,1108882810,E,77087,F,1986,62039,285
340470,1108882806,E,77087,F,1976,92027,285
340471,1109945563,P,77087,F,1958,SRD145C,285
340472,1107664459,E,77087,F,1978,62057,285
340473,1105816991,E,77087,F,1984,91101,285
340474,1103209458,E,77087,M,1984,52069,285
340475,1115208768,P,77087,M,1962,SRD145C,285
340476,1106937584,P,77087,F,1960,SRD145C,285
340477,1108867448,P,77087,M,1967,SRD139F,285
340478,1108867521,P,77087,M,1967,SRD147Z,285
340479,1108852034,P,77087,M,1966,SRD146C,285
340480,1105769365,E,77087,F,1985,82018,285
340481,1108852121,P,77087,M,1960,SRD146S,285
340482,1108836763,E,77087,M,1985,32007,285
340483,1104008215,P,77087,F,1983,SRD145C,285
340484,1113117109,P,77087,M,1958,SRD146S,285
340485,1108829007,P,77087,F,1969,SRD145C,285
340486,1115809641,P,77087,F,1961,SRD147T,285
340487,1106735014,P,77087,F,1972,SRD145C,285
340489,1108782955,E,77087,F,1984,62038,285
340490,1103625573,P,77087,F,1960,SRD147Z,285
340492,1108898076,E,77087,M,1952,62035,285
340493,1108782889,E,77087,F,1967,62037,285
340494,1108898146,P,77087,F,1954,SRD145C,285
340495,1108898105,E,77087,M,1946,91043,285
340496,1108821261,P,77087,M,1970,SRD145C,285
340497,1108821242,E,77087,F,1958,52059,285
340498,1108844272,P,77087,M,1955,SRD145C,285
340499,1108844286,P,77087,F,1956,SRD147Z,285
340500,1108859655,P,77087,F,1980,SRD145C,285
340501,1108867344,P,77087,M,1960,SRD147Z,285
340502,1108867371,E,77087,F,1950,91043,285
340503,1108875058,P,77087,F,1972,SRD145C,285
340504,1108875043,P,77087,M,1954,SRD145C,285
340505,1108798222,P,77087,F,1975,SRD145C,285
340506,1109017825,P,77087,F,1967,SRD146S,285
340507,1122379852,P,77087,F,1955,SRD139H,285
340508,1107511255,E,77087,M,1952,61059,285
340509,1115479678,P,77087,F,1976,SRD147Z,285
340510,1108805875,P,77087,F,1933,SRD147Z,285
340511,1108805868,E,77087,F,1982,62039,285
340512,1105761295,E,77087,M,1972,62038,285
340513,1108782804,P,77087,F,1966,SRD146C,285
340514,1108782862,E,77087,M,1964,62039,285
340515,1117282015,E,77087,F,1980,62038,285
340516,1108897981,P,77087,M,1962,SRD129S,285
340517,1108790521,E,77087,F,1950,61059,285
340518,1108790495,E,77087,M,1963,62038,285
340519,1108890295,E,77087,F,1965,72034,285
340521,1108897923,E,77087,M,1971,62038,285
340522,1102624665,P,77087,F,1955,SRD145C,285
340523,1107364987,E,77087,M,1986,62035,285
342415,1102321389,E,77011,F,1984,92023,10
348626,1102661349,E,77504,F,1969,52014,347
348627,1120731536,P,77504,F,1937,SRD128P,347
348628,1110191373,E,77504,M,1969,51013,347
348629,1110293141,E,77504,F,1979,52014,347
348630,1110293125,E,77504,M,1968,52016,347
348631,1110293207,P,77504,F,1969,SRD144R,347
348632,1110183527,P,77504,M,1950,SRD144R,347
348633,1110293173,P,77504,M,1969,SRD128P,347
348634,1110887207,P,77504,F,1955,SRD144R,347
348635,1110199148,E,77504,F,1974,52014,347
348636,1106470871,P,77504,F,1967,SRD144R,347
348637,1106430846,E,77504,M,1964,51017,347
348638,1110395481,E,77504,M,1979,51013,347
348639,1110230441,E,77504,F,1982,52052,347
348640,1104424142,E,77504,M,1968,52072,347
348641,1104424157,E,77504,F,1967,52014,347
348642,1107627621,P,77504,F,1966,SRD144R,347
348643,1110230418,E,77504,M,1945,52014,347
348644,1112129260,P,77504,M,1977,SRD144R,347
348645,1110238197,E,77504,F,1975,52016,347
348646,1110214789,E,77504,M,1981,52004,347
348647,1115288671,E,77504,F,1977,52014,347
348648,1103718490,E,77504,F,1980,51013,347
348649,1110214855,E,77504,F,1969,52014,347
348650,1110222593,P,77504,M,1977,SRD144J,347
348651,1110222643,P,77504,M,1956,SRD144R,347
348652,1110230321,P,77504,F,1979,SRD144R,347
348653,1110253930,P,77504,M,1965,SRD144R,347
348654,1110253976,P,77504,F,1949,SRD128P,347
348655,1110261759,E,77504,F,1958,52014,347
348656,1110253982,P,77504,F,1965,SRD144R,347
348657,1104556987,E,77504,M,1971,52014,347
348658,1110261771,P,77504,M,1966,SRD144R,347
348660,1110261860,P,77504,F,1968,SRD144R,347
348662,1106063558,E,77504,F,1982,71022,347
348663,1110277554,P,77504,F,1982,SRD144R,347
348665,1110269702,P,77504,F,1949,SRD144R,347
