Question Sent,question_Response_type,response to question,updated_at,Voter ID
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:26:28.504542Z,2179784020
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:50:28.854806Z,1111867431
Texting correct person,multiple_choice,Wrong Number,2022-09-29 18:17:52.688239Z,2164339329
Texting correct person,multiple_choice,Wrong Number,2022-09-29 18:21:03.347042Z,1102334131
Texting correct person,multiple_choice,Contacted,2022-09-29 18:23:07.207567Z,2185581064
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:31:44.432167Z,1110286460
Texting correct person,multiple_choice,Contacted,2022-09-29 17:31:23.909590Z,1170768035
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:27:23.309276Z,2164483443
Texting correct person,multiple_choice,Refused,2022-09-29 17:27:30.069555Z,1119212312
Texting correct person,multiple_choice,Refused,2022-09-29 17:49:03.271117Z,2136520888
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:51:22.176006Z,1211986401
Texting correct person,multiple_choice,Refused,2022-09-29 17:27:49.702939Z,1108045610
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:41:27.548856Z,1166972720
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:42:27.281660Z,2122292797
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:50:49.814723Z,1110411952
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:28:31.493662Z,2131031342
Texting correct person,multiple_choice,Refused,2022-09-29 17:49:16.101400Z,2120974530
Texting correct person,multiple_choice,Refused,2022-09-29 17:45:45.426305Z,2132769271
Texting correct person,multiple_choice,Contacted,2022-09-29 17:52:43.522457Z,2176521321
Texting correct person,multiple_choice,Contacted,2022-09-29 18:16:00.109614Z,2175950837
Texting correct person,multiple_choice,Contacted,2022-09-29 20:08:14.654881Z,2002175359
Texting correct person,multiple_choice,Contacted,2022-09-29 17:38:04.610793Z,2164259200
Texting correct person,multiple_choice,Other Language,2022-09-29 17:33:30.518109Z,1197920010
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:52:12.128456Z,1192974121
Texting correct person,multiple_choice,Refused,2022-09-29 17:56:13.863353Z,1186407421
Texting correct person,multiple_choice,Wrong Number,2022-09-29 20:26:41.250112Z,2177338793
Texting correct person,multiple_choice,Wrong Number,2022-09-29 20:22:01.586339Z,1119042735
Texting correct person,multiple_choice,Contacted,2022-09-29 17:50:21.626477Z,1111908536
Texting correct person,multiple_choice,Contacted,2022-09-29 17:43:01.153203Z,1111925709
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:31:04.802129Z,1119178625
Texting correct person,multiple_choice,Refused,2022-09-29 17:45:59.702944Z,1103089342
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:52:13.354591Z,2161753482
Texting correct person,multiple_choice,Contacted,2022-09-29 20:21:35.379555Z,2179356118
Texting correct person,multiple_choice,Spanish,2022-09-29 19:51:42.067234Z,2159200426
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:51:09.647674Z,1102319268
Texting correct person,multiple_choice,Refused,2022-09-29 17:32:07.055267Z,2178815602
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:32:09.064148Z,2124361041
Texting correct person,multiple_choice,Contacted,2022-09-29 20:21:54.467366Z,1216330175
Texting correct person,multiple_choice,Refused,2022-09-29 17:32:34.430118Z,2161853526
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:45:47.021441Z,2147097720
Texting correct person,multiple_choice,Refused,2022-09-29 17:38:59.111840Z,2136456260
Texting correct person,multiple_choice,Wrong Number,2022-09-29 18:22:09.771738Z,2160116587
Texting correct person,multiple_choice,Contacted,2022-09-29 17:52:02.060791Z,1110661687
Texting correct person,multiple_choice,Wrong Number,2022-09-29 20:08:32.545584Z,1193844815
Texting correct person,multiple_choice,Refused,2022-09-29 17:37:50.561810Z,1106126760
Texting correct person,multiple_choice,Contacted,2022-09-29 20:35:05.893848Z,1108806210
Texting correct person,multiple_choice,Contacted,2022-09-29 17:38:33.357146Z,2136828547
Texting correct person,multiple_choice,Contacted,2022-09-29 17:51:27.596924Z,2135517680
Texting correct person,multiple_choice,Contacted,2022-09-29 20:08:47.796916Z,2186281584
Texting correct person,multiple_choice,Refused,2022-09-29 17:41:47.246734Z,2185423267
Texting correct person,multiple_choice,Wrong Number,2022-09-29 18:55:37.224727Z,2160740712
Texting correct person,multiple_choice,Refused,2022-09-29 17:46:16.556896Z,1120726932
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:55:53.769346Z,2175743823
Texting correct person,multiple_choice,Contacted,2022-09-29 17:42:51.384586Z,2161674570
Texting correct person,multiple_choice,Contacted,2022-09-29 17:37:38.274869Z,1103184488
Texting correct person,multiple_choice,Contacted,2022-09-29 17:53:28.995077Z,1213440415
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:40:20.253618Z,2185766468
Texting correct person,multiple_choice,Wrong Number,2022-09-29 18:42:29.017336Z,1182258260
Texting correct person,multiple_choice,Contacted,2022-09-29 17:38:28.529056Z,1165291223
Texting correct person,multiple_choice,Refused,2022-09-29 17:38:44.917099Z,2175932661
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:38:51.791241Z,2130591985
Texting correct person,multiple_choice,Contacted,2022-09-29 18:50:40.858511Z,1108812362
Texting correct person,multiple_choice,Contacted,2022-09-29 17:39:10.001168Z,1102265724
Texting correct person,multiple_choice,Contacted,2022-09-29 17:39:36.130515Z,2135421529
Texting correct person,multiple_choice,Contacted,2022-09-29 18:22:00.987955Z,1139406086
Texting correct person,multiple_choice,Refused,2022-09-29 17:39:54.957442Z,1108882899
Texting correct person,multiple_choice,Refused,2022-09-29 17:40:10.536075Z,2173966653
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:40:28.597652Z,1108782112
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:40:35.953795Z,2142826844
Texting correct person,multiple_choice,Contacted,2022-09-29 18:46:36.960647Z,2177942933
Texting correct person,multiple_choice,Contacted,2022-09-29 17:40:44.483233Z,1102288536
Texting correct person,multiple_choice,Contacted,2022-09-29 17:40:59.277020Z,1111875457
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:41:19.542081Z,1217401649
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:41:35.457778Z,1112360223
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:41:38.601466Z,2125235479
Texting correct person,multiple_choice,Contacted,2022-09-29 17:42:00.384811Z,1110122288
Texting correct person,multiple_choice,Contacted,2022-09-29 17:42:01.724147Z,1209727599
Texting correct person,multiple_choice,Contacted,2022-09-29 17:42:13.748694Z,1114347291
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:42:16.292705Z,2144382222
Texting correct person,multiple_choice,Contacted,2022-09-29 17:42:27.354913Z,1102298111
Texting correct person,multiple_choice,Contacted,2022-09-29 17:42:28.922203Z,1110198951
Texting correct person,multiple_choice,Contacted,2022-09-29 17:42:40.119655Z,2120800245
Texting correct person,multiple_choice,Contacted,2022-09-29 17:44:00.115106Z,1153898979
Texting correct person,multiple_choice,Refused,2022-09-29 17:54:19.329870Z,1103073300
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:45:05.232450Z,2185544720
Texting correct person,multiple_choice,Wrong Number,2022-09-29 20:09:22.923096Z,1171719970
Texting correct person,multiple_choice,Refused,2022-09-29 17:45:21.764373Z,2162840308
Texting correct person,multiple_choice,Contacted,2022-09-29 20:22:15.823660Z,2173951744
Texting correct person,multiple_choice,Refused,2022-09-29 17:45:52.286437Z,2186290710
Texting correct person,multiple_choice,Refused,2022-09-29 17:46:06.598153Z,1204663731
Texting correct person,multiple_choice,Wrong Number,2022-09-29 20:22:06.862152Z,1110263301
Texting correct person,multiple_choice,Contacted,2022-09-29 18:21:24.269268Z,1191763736
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:47:05.611349Z,2168555917
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:47:13.009780Z,2126486961
Texting correct person,multiple_choice,Refused,2022-09-29 17:47:59.013513Z,1173592928
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:51:59.817063Z,1110643497
Texting correct person,multiple_choice,Wrong Number,2022-09-29 17:52:20.859612Z,1218577067
Texting correct person,multiple_choice,Refused,2022-09-29 17:49:27.581389Z,1199403770
Texting correct person,multiple_choice,Contacted,2022-09-29 18:33:35.964244Z,1144441025
Texting correct person,multiple_choice,Contacted,2022-09-29 18:41:33.650255Z,1043427395
Texting correct person,multiple_choice,Refused,2022-09-29 17:50:51.112001Z,2147856514
Texting correct person,multiple_choice,Refused,2022-09-29 17:51:05.799740Z,1108798354
Texting correct person,multiple_choice,Refused,2022-09-29 17:54:41.233902Z,1103258780
Texting correct person,multiple_choice,Contacted,2022-09-29 18:22:40.776266Z,2156642512
Texting correct person,multiple_choice,Contacted,2022-09-29 17:53:40.854831Z,2148237430
Texting correct person,multiple_choice,Contacted,2022-09-29 20:09:08.757442Z,1103719255
Planning to vote?,yes_no,Yes,2022-10-04 19:06:44.132115Z,1102751899
Planning to vote?,yes_no,Yes,2022-10-04 19:14:28.049782Z,1116682880
Planning to vote?,yes_no,No,2022-10-04 19:14:56.060794Z,1179530270
Planning to vote?,yes_no,Yes,2022-10-04 19:15:10.058889Z,1102321583
Planning to vote?,yes_no,Yes,2022-10-04 19:06:58.699260Z,2176309561
Planning to vote?,yes_no,No,2022-10-04 19:06:34.293579Z,1119228792
Texting correct person,multiple_choice,Wrong Number,2022-10-04 19:06:14.001803Z,1110651623
Texting correct person,multiple_choice,Wrong Number,2022-10-04 19:07:04.567946Z,2156536367
Texting correct person,multiple_choice,Wrong Number,2022-10-04 19:13:45.027529Z,1119228792
Texting correct person,multiple_choice,Contacted,2022-10-04 19:14:20.406719Z,2128652897
Texting correct person,multiple_choice,Contacted,2022-10-04 19:14:36.306366Z,2145147379
Texting correct person,multiple_choice,Contacted,2022-10-04 19:14:42.506975Z,2121376034
Texting correct person,multiple_choice,Contacted,2022-10-04 19:14:49.625273Z,1111255278
Texting correct person,multiple_choice,Contacted,2022-10-04 19:14:59.295759Z,1179530270
Texting correct person,multiple_choice,Contacted,2022-10-04 19:15:11.227870Z,1102321583
Texting correct person,multiple_choice,Contacted,2022-10-04 19:06:48.437398Z,1102751899
Texting correct person,multiple_choice,Contacted,2022-10-04 19:14:29.454715Z,1116682880
Texting correct person,multiple_choice,Wrong Number,2022-10-19 17:06:25.798070Z,1191751143
Planning to vote?,yes_no,Yes,2022-10-28 14:10:11.101282Z,1213614231
Planning to vote?,yes_no,Yes,2022-10-28 14:27:21.065879Z,1205765177
Planning to vote?,yes_no,Yes,2022-10-30 19:10:24.505424Z,2001847389
Planning to vote?,yes_no,Yes,2022-10-27 21:26:49.054073Z,2129093618
Planning to vote?,yes_no,Yes,2022-10-27 16:37:05.270244Z,2186509165
Planning to vote?,yes_no,Yes,2022-10-27 16:46:58.950040Z,2160115952
Planning to vote?,yes_no,Yes,2022-10-27 17:22:46.985772Z,1161501775
Planning to vote?,yes_no,Yes,2022-10-27 17:05:36.422080Z,2184005065
Planning to vote?,yes_no,Yes,2022-10-27 16:56:42.291383Z,2148862425
Planning to vote?,yes_no,Yes,2022-10-27 16:40:04.945115Z,1165576025
Planning to vote?,yes_no,Yes,2022-10-27 17:49:07.966221Z,1102620312
Planning to vote?,yes_no,Yes,2022-10-27 17:00:09.733674Z,2179587769
Planning to vote?,yes_no,Yes,2022-10-27 17:14:34.753886Z,2145890750
Planning to vote?,yes_no,Yes,2022-10-27 17:42:56.779536Z,1155432468
Planning to vote?,yes_no,Yes,2022-10-27 17:51:17.979681Z,2142826236
Planning to vote?,yes_no,Yes,2022-10-27 16:32:44.503094Z,1112367208
Planning to vote?,yes_no,Yes,2022-10-27 17:53:40.047586Z,2125071671
Planning to vote?,yes_no,Yes,2022-10-27 16:15:50.484631Z,1103154991
Planning to vote?,yes_no,Yes,2022-10-27 17:46:55.692222Z,1111618703
Planning to vote?,yes_no,Yes,2022-10-27 17:52:39.855947Z,2185681452
Planning to vote?,yes_no,Yes,2022-10-27 16:38:42.146213Z,1170995500
Planning to vote?,yes_no,Yes,2022-10-27 17:54:25.296887Z,1195738882
Planning to vote?,yes_no,Yes,2022-10-27 17:15:15.775990Z,2125750267
Planning to vote?,yes_no,Yes,2022-10-27 17:37:33.431809Z,1212626025
Planning to vote?,yes_no,Yes,2022-10-27 23:54:37.614154Z,1115348020
Planning to vote?,yes_no,Yes,2022-10-27 17:49:33.365658Z,1215627954
Planning to vote?,yes_no,Yes,2022-10-27 22:17:06.826348Z,1202267390
Planning to vote?,yes_no,Yes,2022-10-27 22:18:07.928594Z,2127690180
Planning to vote?,yes_no,Yes,2022-10-27 19:21:42.725487Z,2186425136
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-30 19:10:22.514439Z,2001847389
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-28 14:42:09.669016Z,1205765177
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 19:19:27.195810Z,1215627954
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 16:40:07.274154Z,1165576025
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 17:46:54.703063Z,1111618703
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 21:22:55.207988Z,2129093618
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 16:38:43.727249Z,1170995500
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 18:03:23.344059Z,1150168717
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 17:00:08.889452Z,2179587769
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 16:37:03.402959Z,2186509165
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 16:32:46.491159Z,1112367208
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 17:54:27.112437Z,1195738882
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 17:53:39.044876Z,2125071671
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 17:49:09.561443Z,1102620312
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 17:37:31.776990Z,1212626025
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 17:54:42.132337Z,2142826236
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 16:46:56.869755Z,2160115952
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 23:54:35.096107Z,1115348020
Do you have the proper ID to vote?,multiple_choice,Yes,2022-10-27 22:22:02.984598Z,2124474180
Texting correct person,multiple_choice,Refused,2022-10-27 17:45:25.117563Z,1112344251
Texting correct person,multiple_choice,Wrong Number,2022-10-27 16:41:26.901104Z,1206764191
Texting correct person,multiple_choice,Contacted,2022-10-27 16:40:08.509869Z,1165576025
Texting correct person,multiple_choice,Contacted,2022-10-27 16:38:45.290157Z,1170995500
Texting correct person,multiple_choice,Contacted,2022-10-27 16:37:06.893235Z,2186509165
Texting correct person,multiple_choice,Contacted,2022-10-27 16:46:53.322469Z,2160115952
Texting correct person,multiple_choice,Wrong Number,2022-10-27 17:45:06.601289Z,1103127098
Texting correct person,multiple_choice,Wrong Number,2022-10-27 22:22:17.840806Z,1180202548
Texting the Right Person,multiple_choice,Wrong Number,2022-10-27 17:48:22.234678Z,2159944904
Texting the Right Person,multiple_choice,Wrong Number,2022-10-27 17:37:58.731833Z,1150208587
Texting the Right Person,multiple_choice,Wrong Number,2022-10-27 21:12:31.030381Z,2159450097
Texting the Right Person,multiple_choice,Wrong Number,2022-10-27 18:01:57.578494Z,1200487540
Texting the Right Person,multiple_choice,Wrong Number,2022-10-27 17:48:45.875951Z,2141428519
Planning to vote?,yes_no,Yes,2022-11-01 14:19:44.753114Z,1106105154
Planning to vote?,yes_no,Yes,2022-11-01 16:50:24.284647Z,1103138424
Planning to vote?,yes_no,Yes,2022-11-07 18:24:14.057572Z,1202853695
Planning to vote?,yes_no,Yes,2022-11-07 18:18:11.008107Z,2156135067
Planning to vote?,yes_no,Yes,2022-11-07 17:48:59.846619Z,2149455358
Planning to vote?,yes_no,Yes,2022-11-07 17:56:36.782130Z,2142826431
Planning to vote?,yes_no,Yes,2022-11-07 18:05:28.233496Z,1111151694
Planning to vote?,yes_no,Yes,2022-11-07 18:17:51.128083Z,2172452515
Planning to vote?,yes_no,Yes,2022-11-07 17:40:22.105049Z,1144604993
Planning to vote?,yes_no,Yes,2022-11-07 18:14:33.961468Z,1198810419
Planning to vote?,yes_no,Yes,2022-11-07 18:16:05.613163Z,1161412283
Planning to vote?,yes_no,Yes,2022-11-07 17:47:38.174857Z,1119196450
Planning to vote?,yes_no,Yes,2022-11-07 17:37:34.757076Z,2138313939
Planning to vote?,yes_no,Yes,2022-11-07 18:16:17.530394Z,1162148270
Planning to vote?,yes_no,No,2022-11-07 17:41:10.917977Z,1106633023
Planning to vote?,yes_no,Yes,2022-11-07 18:11:49.447831Z,2148807335
Planning to vote?,yes_no,Yes,2022-11-07 18:22:57.262129Z,1102720198
Planning to vote?,yes_no,Yes,2022-11-07 17:49:41.799637Z,2159537610
Planning to vote?,yes_no,Yes,2022-11-07 17:44:44.766457Z,1102816366
Planning to vote?,yes_no,Yes,2022-11-07 17:44:29.848098Z,2185766508
Planning to vote?,yes_no,Yes,2022-11-07 18:44:02.168032Z,2153967188
Planning to vote?,yes_no,No,2022-11-07 17:22:15.399304Z,1111808332
Planning to vote?,yes_no,Yes,2022-11-07 18:14:18.044997Z,1108858411
Planning to vote?,yes_no,Yes,2022-11-07 16:36:16.181943Z,2144885988
Planning to vote?,yes_no,Yes,2022-11-07 18:13:49.127074Z,2147097909
Planning to vote?,yes_no,Yes,2022-11-07 18:37:31.477608Z,1111255975
Planning to vote?,yes_no,Yes,2022-11-07 17:48:42.418452Z,1219219737
Planning to vote?,yes_no,Yes,2022-11-07 17:38:59.186127Z,1113618459
Planning to vote?,yes_no,Yes,2022-11-07 17:48:28.634432Z,2139834299
Planning to vote?,yes_no,Yes,2022-11-07 17:43:04.938724Z,1117512992
Planning to vote?,yes_no,Yes,2022-11-07 18:05:06.180625Z,1111908026
Planning to vote?,yes_no,Yes,2022-11-07 18:10:33.841714Z,2147157806
Planning to vote?,yes_no,Yes,2022-11-07 18:04:34.715384Z,1109243921
Planning to vote?,yes_no,Yes,2022-11-07 17:44:52.759655Z,1109169518
Planning to vote?,yes_no,Yes,2022-11-07 17:55:39.161502Z,1120760568
Planning to vote?,yes_no,No,2022-11-07 18:51:16.423558Z,1203986932
Planning to vote?,yes_no,Yes,2022-11-07 17:19:23.853521Z,1103057439
Planning to vote?,yes_no,Yes,2022-11-07 17:44:40.119631Z,2135987729
Planning to vote?,yes_no,Yes,2022-11-07 17:47:37.863644Z,1211833266
Planning to vote?,yes_no,Yes,2022-11-07 18:33:22.972744Z,2001841219
Planning to vote?,yes_no,Yes,2022-11-07 18:10:57.132904Z,2187101020
Planning to vote?,yes_no,Yes,2022-11-07 18:06:52.664702Z,2126045152
Planning to vote?,yes_no,Yes,2022-11-07 17:41:55.465022Z,1221129800
Planning to vote?,yes_no,Yes,2022-11-07 18:47:19.583273Z,1031310768
Planning to vote?,yes_no,No,2022-11-07 18:20:41.027755Z,1219443894
Planning to vote?,yes_no,Yes,2022-11-07 17:50:38.044796Z,1165908532
Planning to vote?,yes_no,Yes,2022-11-07 17:42:30.117921Z,2000958971
Planning to vote?,yes_no,Yes,2022-11-07 17:47:47.479429Z,1174343263
Planning to vote?,yes_no,Yes,2022-11-07 17:43:24.249872Z,2185547466
Planning to vote?,yes_no,Yes,2022-11-07 18:54:39.541263Z,1107676492
Planning to vote?,yes_no,Yes,2022-11-07 17:49:32.063327Z,1155812895
Planning to vote?,yes_no,Yes,2022-11-07 17:45:15.653497Z,1207207117
Planning to vote?,yes_no,Yes,2022-11-07 16:35:05.470835Z,2186670142
Planning to vote?,yes_no,Yes,2022-11-07 18:15:46.961068Z,2193004265
Planning to vote?,yes_no,Yes,2022-11-07 17:50:51.067764Z,2142823775
Planning to vote?,yes_no,No,2022-11-07 18:19:16.291205Z,2002798857
Planning to vote?,yes_no,No,2022-11-07 18:14:54.065666Z,2187267253
Planning to vote?,yes_no,Yes,2022-11-07 18:05:38.736458Z,2129784328
Planning to vote?,yes_no,Yes,2022-11-07 18:42:15.577162Z,1041564212
Planning to vote?,yes_no,Yes,2022-11-07 18:19:02.287884Z,1090798474
Planning to vote?,yes_no,Yes,2022-11-07 17:38:08.668135Z,1116752541
Planning to vote?,yes_no,Yes,2022-11-07 17:39:22.187529Z,1199050727
Planning to vote?,yes_no,Yes,2022-11-07 17:50:19.379977Z,2188895084
Planning to vote?,yes_no,Yes,2022-11-07 17:41:32.421377Z,2159827993
Planning to vote?,yes_no,Yes,2022-11-07 17:48:19.118289Z,2127338973
Planning to vote?,yes_no,No,2022-11-07 17:40:09.639592Z,2184244286
Planning to vote?,yes_no,Yes,2022-11-07 18:17:14.661360Z,1112440204
Planning to vote?,yes_no,Yes,2022-11-07 23:53:23.029712Z,1219808733
Do you have the proper ID to vote?,multiple_choice,Yes,2022-11-01 14:21:07.145475Z,1190947639
Do you have the proper ID to vote?,multiple_choice,Yes,2022-11-01 16:47:39.452613Z,2134300790
Do you have the proper ID to vote?,multiple_choice,Yes,2022-11-01 16:50:25.414022Z,1103138424
Do you have the proper ID to vote?,multiple_choice,Unsure,2022-11-02 14:55:30.549533Z,1204283030
Do you have the proper ID to vote?,multiple_choice,Yes,2022-11-07 18:54:37.779388Z,1107676492
Do you have the proper ID to vote?,multiple_choice,No,2022-11-07 17:22:29.979714Z,1111808332
Do you have the proper ID to vote?,multiple_choice,Yes,2022-11-07 17:41:51.604011Z,1221129800
Do you have the proper ID to vote?,multiple_choice,Yes,2022-11-07 18:01:12.701970Z,1102360166
Do you have the proper ID to vote?,multiple_choice,Yes,2022-11-07 17:20:07.312376Z,1103057439
Do you have the proper ID to vote?,multiple_choice,Yes,2022-11-07 18:42:14.107029Z,1041564212
Do you have the proper ID to vote?,multiple_choice,Yes,2022-11-07 18:04:32.083654Z,1109243921
Texting correct person,multiple_choice,Contacted,2022-11-01 14:21:08.503141Z,1190947639
Texting correct person,multiple_choice,Wrong Number,2022-11-01 16:47:27.385381Z,1172193629
Texting correct person,multiple_choice,Wrong Number,2022-11-07 23:52:38.796096Z,1141587149
Texting correct person,multiple_choice,Wrong Number,2022-11-07 18:11:10.146830Z,1119034836
Texting correct person,multiple_choice,Refused,2022-11-07 17:22:27.943496Z,1111808332
Texting correct person,multiple_choice,Contacted,2022-11-07 17:20:02.730568Z,1103057439
Texting correct person,multiple_choice,Wrong Number,2022-11-07 17:37:18.889784Z,1119171499
Texting correct person,multiple_choice,Wrong Number,2022-11-07 18:04:58.174199Z,2151274650
Texting correct person,multiple_choice,Wrong Number,2022-11-07 18:11:41.797071Z,2137340175
Texting correct person,multiple_choice,Wrong Number,2022-11-07 18:51:24.454135Z,2174314541
Texting correct person,multiple_choice,Wrong Number,2022-11-07 18:12:37.861446Z,2157246237
Texting correct person,multiple_choice,Wrong Number,2022-11-07 18:11:33.129410Z,2156159044
Texting correct person,multiple_choice,Wrong Number,2022-11-07 17:28:57.954308Z,1215905465
Texting correct person,multiple_choice,Wrong Number,2022-11-07 18:14:13.361280Z,1146975175
Texting correct person,multiple_choice,Wrong Number,2022-11-07 18:15:40.453814Z,1218915157
Texting correct person,multiple_choice,Wrong Number,2022-11-07 18:17:38.485669Z,2120401652
Texting the Right Person,multiple_choice,Wrong Number,2022-11-01 16:16:40.946067Z,2161374110
Texting the Right Person,multiple_choice,Wrong Number,2022-11-07 17:41:43.069220Z,2185681343
Texting the Right Person,multiple_choice,Wrong Number,2022-11-07 17:48:13.435788Z,1208260799
